,year,month,area,type,kw
934,2018,4,2,7,1808437
935,2018,4,2,0,123028965
936,2018,4,3,1,48275527
937,2018,4,3,2,54805092
938,2018,4,3,3,10091408
939,2018,4,3,4,59904216
940,2018,4,3,5,1186284
941,2018,4,3,6,1366753
942,2018,4,3,7,2690088
943,2018,4,3,0,178319368
944,2018,4,4,1,44243142
945,2018,4,4,2,57129086
946,2018,4,4,3,4682165
947,2018,4,4,4,167847484
948,2018,4,4,5,3061473
949,2018,4,4,6,2223167
950,2018,4,4,7,2370931
951,2018,4,4,0,281557448
952,2018,4,5,1,24254975
953,2018,4,5,2,22598929
954,2018,4,5,3,2650038
955,2018,4,5,4,3108038
956,2018,4,5,5,630590
957,2018,4,5,6,988042
958,2018,4,5,7,1457569
959,2018,4,5,0,55688181
960,2019,4,1,1,11936371
961,2019,4,1,2,28666538
962,2019,4,1,3,3509243
963,2019,4,1,4,2341794
964,2019,4,1,5,90792
965,2019,4,1,6,805379
966,2019,4,1,7,1325506
967,2019,4,1,0,48675623
968,2019,4,2,1,35950861
969,2019,4,2,2,59967285
970,2019,4,2,3,2040300
971,2019,4,2,4,30470522
972,2019,4,2,5,523888
973,2019,4,2,6,1067264
974,2019,4,2,7,1778565
975,2019,4,2,0,131798685
976,2019,4,3,1,49383936
977,2019,4,3,2,55440786
978,2019,4,3,3,11153431
979,2019,4,3,4,58474899
980,2019,4,3,5,1373258
981,2019,4,3,6,1556910
982,2019,4,3,7,2880770
983,2019,4,3,0,180263990
984,2019,4,4,1,45818755
985,2019,4,4,2,57617660
986,2019,4,4,3,5309247
987,2019,4,4,4,171906708
988,2019,4,4,5,3459262
989,2019,4,4,6,2265377
990,2019,4,4,7,2410613
991,2019,4,4,0,288787622
992,2019,4,5,1,25049175
993,2019,4,5,2,22824710
994,2019,4,5,3,3017485
995,2019,4,5,4,2925760
996,2019,4,5,5,761522
997,2019,4,5,6,1024282
998,2019,4,5,7,1777857
999,2019,4,5,0,57380791
1000,2020,4,1,1,12773976
1001,2020,4,1,2,26473392
1002,2020,4,1,3,2535577
1003,2020,4,1,4,2320867
1004,2020,4,1,5,89926
1005,2020,4,1,6,829688
1006,2020,4,1,7,1133874
1007,2020,4,1,0,46157300
1008,2020,4,2,1,37416283
1009,2020,4,2,2,57992047
1010,2020,4,2,3,1187219
1011,2020,4,2,4,23005804
1012,2020,4,2,5,509083
1013,2020,4,2,6,1057813
1014,2020,4,2,7,1646127
1015,2020,4,2,0,122814376
1016,2020,4,3,1,51379516
1017,2020,4,3,2,54085065
1018,2020,4,3,3,8629633
1019,2020,4,3,4,54203156
1020,2020,4,3,5,1182858
1021,2020,4,3,6,1620001
1022,2020,4,3,7,2425817
1023,2020,4,3,0,173526046
1024,2020,4,4,1,48908930
1025,2020,4,4,2,56849829
1026,2020,4,4,3,3256594
1027,2020,4,4,4,144740295
1028,2020,4,4,5,3424963
1029,2020,4,4,6,2366391
1030,2020,4,4,7,2036035
1031,2020,4,4,0,261583037
1032,2020,4,5,1,26414761
1033,2020,4,5,2,22418299
1034,2020,4,5,3,1788133
1035,2020,4,5,4,2726804
1036,2020,4,5,5,744399
1037,2020,4,5,6,1037008
1038,2020,4,5,7,1448879
1039,2020,4,5,0,56578283
1040,2021,4,1,1,13266615
1041,2021,4,1,2,26437201
1042,2021,4,1,3,3004880
1043,2021,4,1,4,2582508
1044,2021,4,1,5,80881
1045,2021,4,1,6,828588
1046,2021,4,1,7,868589
1047,2021,4,1,0,47069262
1048,2021,4,2,1,36209607
1049,2021,4,2,2,57874115
1050,2021,4,2,3,1717874
1051,2021,4,2,4,25412367
1052,2021,4,2,5,408796
1053,2021,4,2,6,984760
1054,2021,4,2,7,1397778
1055,2021,4,2,0,124005297
1056,2021,4,3,1,50521636
1057,2021,4,3,2,54044978
1058,2021,4,3,3,10179113
1059,2021,4,3,4,58113669
1060,2021,4,3,5,1236151
1061,2021,4,3,6,1543827
1062,2021,4,3,7,2039693
1063,2021,4,3,0,177679067
1064,2021,4,4,1,48661703
1065,2021,4,4,2,57849434
1066,2021,4,4,3,4301034
1067,2021,4,4,4,172665120
1068,2021,4,4,5,3082972
1069,2021,4,4,6,2199494
1070,2021,4,4,7,1829896
1071,2021,4,4,0,290589653
1072,2021,4,5,1,25924421
1073,2021,4,5,2,22505760
1074,2021,4,5,3,2534817
1075,2021,4,5,4,2809576
1076,2021,4,5,5,714630
1077,2021,4,5,6,1054294
1078,2021,4,5,7,1165448
1079,2021,4,5,0,56708946
1080,2022,4,1,1,13898724
1081,2022,4,1,2,27224445
1082,2022,4,1,3,3121408
1083,2022,4,1,4,2707313
1084,2022,4,1,5,155365
1085,2022,4,1,6,785482
1086,2022,4,1,7,866312
1087,2022,4,1,0,48759049
1088,2022,4,2,1,37096850
1089,2022,4,2,2,59921908
1090,2022,4,2,3,2009978
1091,2022,4,2,4,24663751
1092,2022,4,2,5,413021
1093,2022,4,2,6,907999
1094,2022,4,2,7,1419496
1095,2022,4,2,0,126433003
1096,2022,4,3,1,51817786
1097,2022,4,3,2,56456501
1098,2022,4,3,3,10975066
1099,2022,4,3,4,60488533
1100,2022,4,3,5,1507158
1101,2022,4,3,6,1460398
1102,2022,4,3,7,2092085
1103,2022,4,3,0,184797527
1104,2022,4,4,1,50522911
1105,2022,4,4,2,61913585
1106,2022,4,4,3,4884102
1107,2022,4,4,4,168232352
1108,2022,4,4,5,3694471
1109,2022,4,4,6,2234285
1110,2022,4,4,7,1902671
1111,2022,4,4,0,293384377
1112,2022,4,5,1,26616686
1113,2022,4,5,2,23584708
1114,2022,4,5,3,2882073
1115,2022,4,5,4,3662662
1116,2022,4,5,5,776865
1117,2022,4,5,6,976265
1118,2022,4,5,7,1018792
1119,2022,4,5,0,59518051
1120,2016,5,1,1,9945718
1121,2016,5,1,2,26270017
1122,2016,5,1,3,2681403
1123,2016,5,1,4,2150620
1124,2016,5,1,5,64319
1125,2016,5,1,6,625743
1126,2016,5,1,7,1058383
1127,2016,5,1,0,42796203
1128,2016,5,2,1,32535248
1129,2016,5,2,2,54601995
1130,2016,5,2,3,1220718
1131,2016,5,2,4,23905464
1132,2016,5,2,5,328137
1133,2016,5,2,6,1025913
1134,2016,5,2,7,1614588
1135,2016,5,2,0,115232063
1136,2016,5,3,1,44137516
1137,2016,5,3,2,48901589
1138,2016,5,3,3,8926628
1139,2016,5,3,4,59866730
1140,2016,5,3,5,951393
1141,2016,5,3,6,1256850
1142,2016,5,3,7,1809903
1143,2016,5,3,0,165850609
1144,2016,5,4,1,40007124
1145,2016,5,4,2,47300472
1146,2016,5,4,3,3382714
1147,2016,5,4,4,161957898
1148,2016,5,4,5,2087339
1149,2016,5,4,6,2060114
1150,2016,5,4,7,1346114
1151,2016,5,4,0,258141775
1152,2016,5,5,1,22379549
1153,2016,5,5,2,19708919
1154,2016,5,5,3,1993576
1155,2016,5,5,4,2689287
1156,2016,5,5,5,447755
1157,2016,5,5,6,874452
1158,2016,5,5,7,868830
1159,2016,5,5,0,48962368
1160,2017,5,1,1,10186552
1161,2017,5,1,2,26215467
1162,2017,5,1,3,2656231
1163,2017,5,1,4,2107241
1164,2017,5,1,5,71504
1165,2017,5,1,6,576299
1166,2017,5,1,7,997832
1167,2017,5,1,0,42811126
1168,2017,5,2,1,32215099
1169,2017,5,2,2,55055885
1170,2017,5,2,3,1201028
1171,2017,5,2,4,23675083
1172,2017,5,2,5,320612
1173,2017,5,2,6,990978
1174,2017,5,2,7,1430404
1175,2017,5,2,0,114889089
1176,2017,5,3,1,43941779
1177,2017,5,3,2,49260765
1178,2017,5,3,3,9134940
1179,2017,5,3,4,58837860
1180,2017,5,3,5,1044618
1181,2017,5,3,6,1208140
1182,2017,5,3,7,1771033
1183,2017,5,3,0,165199135
1184,2017,5,4,1,40277754
1185,2017,5,4,2,49909960
1186,2017,5,4,3,3257181
1187,2017,5,4,4,163076175
1188,2017,5,4,5,2299637
1189,2017,5,4,6,2063235
1190,2017,5,4,7,1211256
1191,2017,5,4,0,262095198
1192,2017,5,5,1,22243323
1193,2017,5,5,2,19980515
1194,2017,5,5,3,1931200
1195,2017,5,5,4,3472260
1196,2017,5,5,5,514213
1197,2017,5,5,6,830618
1198,2017,5,5,7,731982
1199,2017,5,5,0,49704111
1200,2018,5,1,1,10513158
1201,2018,5,1,2,26990130
1202,2018,5,1,3,2563051
1203,2018,5,1,4,2217184
1204,2018,5,1,5,71951
1205,2018,5,1,6,732392
1206,2018,5,1,7,842887
1207,2018,5,1,0,43930753
1208,2018,5,2,1,33018824
1209,2018,5,2,2,55538664
1210,2018,5,2,3,1312714
1211,2018,5,2,4,24053442
1212,2018,5,2,5,360041
1213,2018,5,2,6,950496
1214,2018,5,2,7,1378510
1215,2018,5,2,0,116612691
1216,2018,5,3,1,45392110
1217,2018,5,3,2,51666701
1218,2018,5,3,3,9608300
1219,2018,5,3,4,61323309
1220,2018,5,3,5,940164
1221,2018,5,3,6,1275360
1222,2018,5,3,7,1627824
1223,2018,5,3,0,171833768
1224,2018,5,4,1,41444843
1225,2018,5,4,2,53041568
1226,2018,5,4,3,3512841
1227,2018,5,4,4,162063077
1228,2018,5,4,5,2157888
1229,2018,5,4,6,1992464
1230,2018,5,4,7,1156820
1231,2018,5,4,0,265369501
1232,2018,5,5,1,22722284
1233,2018,5,5,2,21238790
1234,2018,5,5,3,2115114
1235,2018,5,5,4,2965684
1236,2018,5,5,5,507839
1237,2018,5,5,6,911578
1238,2018,5,5,7,736707
1239,2018,5,5,0,51197996
1240,2019,5,1,1,11208315
1241,2019,5,1,2,26975014
1242,2019,5,1,3,2835138
1243,2019,5,1,4,2245081
1244,2019,5,1,5,75472
1245,2019,5,1,6,759953
1246,2019,5,1,7,827758
1247,2019,5,1,0,44926731
1248,2019,5,2,1,33547349
1249,2019,5,2,2,55722250
1250,2019,5,2,3,1426829
1251,2019,5,2,4,24737438
1252,2019,5,2,5,416511
1253,2019,5,2,6,984776
1254,2019,5,2,7,1396937
1255,2019,5,2,0,118232090
1256,2019,5,3,1,45895314
1257,2019,5,3,2,51217451
1258,2019,5,3,3,9843851
1259,2019,5,3,4,58957925
1260,2019,5,3,5,1177513
1261,2019,5,3,6,1403184
1262,2019,5,3,7,1592559
1263,2019,5,3,0,170087797
1264,2019,5,4,1,43007642
1265,2019,5,4,2,53116822
1266,2019,5,4,3,3748784
1267,2019,5,4,4,163180136
1268,2019,5,4,5,2202780
1269,2019,5,4,6,2047179
1270,2019,5,4,7,1153268
1271,2019,5,4,0,268456611
1272,2019,5,5,1,23340550
1273,2019,5,5,2,20988698
1274,2019,5,5,3,2173659
1275,2019,5,5,4,2684124
1276,2019,5,5,5,569800
1277,2019,5,5,6,958804
1278,2019,5,5,7,683056
1279,2019,5,5,0,51398691
1280,2020,5,1,1,12139914
1281,2020,5,1,2,25965613
1282,2020,5,1,3,2218759
1283,2020,5,1,4,2176765
1284,2020,5,1,5,80236
1285,2020,5,1,6,793098
1286,2020,5,1,7,837098
1287,2020,5,1,0,44211483
1288,2020,5,2,1,35183269
1289,2020,5,2,2,55242996
1290,2020,5,2,3,1008515
1291,2020,5,2,4,21885741
1292,2020,5,2,5,438432
1293,2020,5,2,6,980440
1294,2020,5,2,7,1339343
1295,2020,5,2,0,116078736
1296,2020,5,3,1,48355643
1297,2020,5,3,2,50987836
1298,2020,5,3,3,8366223
1299,2020,5,3,4,54850151
1300,2020,5,3,5,1066282
1301,2020,5,3,6,1450822
1302,2020,5,3,7,1506691
1303,2020,5,3,0,166583648
1304,2020,5,4,1,45999902
1305,2020,5,4,2,54239111
1306,2020,5,4,3,2612285
1307,2020,5,4,4,123311210
1308,2020,5,4,5,2419422
1309,2020,5,4,6,2144160
1310,2020,5,4,7,1245525
1311,2020,5,4,0,231971615
1312,2020,5,5,1,24569915
1313,2020,5,5,2,21232241
1314,2020,5,5,3,1481678
1315,2020,5,5,4,2524200
1316,2020,5,5,5,575435
1317,2020,5,5,6,960397
1318,2020,5,5,7,676099
1319,2020,5,5,0,52019965
1320,2021,5,1,1,12784715
1321,2021,5,1,2,25514142
1322,2021,5,1,3,2561429
1323,2021,5,1,4,2587266
1324,2021,5,1,5,71296
1325,2021,5,1,6,792837
1326,2021,5,1,7,580573
1327,2021,5,1,0,44892258
1328,2021,5,2,1,33937832
1329,2021,5,2,2,54916498
1330,2021,5,2,3,1299715
1331,2021,5,2,4,23595532
1332,2021,5,2,5,337122
1333,2021,5,2,6,893265
1334,2021,5,2,7,891421
1335,2021,5,2,0,115871385
1336,2021,5,3,1,48218290
1337,2021,5,3,2,51677151
1338,2021,5,3,3,9527476
1339,2021,5,3,4,57361785
1340,2021,5,3,5,1242594
1341,2021,5,3,6,1394782
1342,2021,5,3,7,1239574
1343,2021,5,3,0,170661652
1344,2021,5,4,1,45756700
1345,2021,5,4,2,55150173
1346,2021,5,4,3,3165415
1347,2021,5,4,4,166321005
1348,2021,5,4,5,2391526
1349,2021,5,4,6,1998133
1350,2021,5,4,7,976806
1351,2021,5,4,0,275759758
1352,2021,5,5,1,24469550
1353,2021,5,5,2,21374413
1354,2021,5,5,3,1857581
1355,2021,5,5,4,2655736
1356,2021,5,5,5,695899
1357,2021,5,5,6,979345
1358,2021,5,5,7,532928
1359,2021,5,5,0,52565452
1360,2022,5,1,1,12984256
1361,2022,5,1,2,26149485
1362,2022,5,1,3,2476983
1363,2022,5,1,4,2629101
1364,2022,5,1,5,151262
1365,2022,5,1,6,764557
1366,2022,5,1,7,534075
1367,2022,5,1,0,45689719
1368,2022,5,2,1,33482536
1369,2022,5,2,2,56385036
1370,2022,5,2,3,1275846
1371,2022,5,2,4,24460065
1372,2022,5,2,5,320174
1373,2022,5,2,6,809851
1374,2022,5,2,7,1036665
1375,2022,5,2,0,117770173
1376,2022,5,3,1,47578305
1377,2022,5,3,2,53220279
1378,2022,5,3,3,9366690
1379,2022,5,3,4,61683850
1380,2022,5,3,5,1244702
1381,2022,5,3,6,1311540
1382,2022,5,3,7,1179419
1383,2022,5,3,0,175584785
1384,2022,5,4,1,45877635
1385,2022,5,4,2,59032445
1386,2022,5,4,3,3353119
1387,2022,5,4,4,165608757
1388,2022,5,4,5,2666176
1389,2022,5,4,6,2034966
1390,2022,5,4,7,787136
1391,2022,5,4,0,279360234
1392,2022,5,5,1,24350842
1393,2022,5,5,2,22222887
1394,2022,5,5,3,1890272
1395,2022,5,5,4,3510075
1396,2022,5,5,5,681624
1397,2022,5,5,6,922682
1398,2022,5,5,7,436186
1399,2022,5,5,0,54014568
1400,2016,6,1,1,10085118
1401,2016,6,1,2,29246349
1402,2016,6,1,3,3076275
1403,2016,6,1,4,2229072
1404,2016,6,1,5,62055
1405,2016,6,1,6,595345
1406,2016,6,1,7,860584
1407,2016,6,1,0,46154798
1408,2016,6,2,1,32985845
1409,2016,6,2,2,60245534
1410,2016,6,2,3,1469381
1411,2016,6,2,4,26589186
1412,2016,6,2,5,399322
1413,2016,6,2,6,953192
1414,2016,6,2,7,1393280
1415,2016,6,2,0,124035740
1416,2016,6,3,1,44621578
1417,2016,6,3,2,55020728
1418,2016,6,3,3,10135646
1419,2016,6,3,4,63534420
1420,2016,6,3,5,1120946
1421,2016,6,3,6,1180357
1422,2016,6,3,7,1373142
1423,2016,6,3,0,176986817
1424,2016,6,4,1,40445139
1425,2016,6,4,2,53032671
1426,2016,6,4,3,3931268
1427,2016,6,4,4,173630281
1428,2016,6,4,5,2287835
1429,2016,6,4,6,1969927
1430,2016,6,4,7,949471
1431,2016,6,4,0,276246592
1432,2016,6,5,1,22645472
1433,2016,6,5,2,22453072
1434,2016,6,5,3,2427071
1435,2016,6,5,4,2646175
1436,2016,6,5,5,548283
1437,2016,6,5,6,819583
1438,2016,6,5,7,499785
1439,2016,6,5,0,52039441
1440,2017,6,1,1,10282505
1441,2017,6,1,2,28774649
1442,2017,6,1,3,2994072
1443,2017,6,1,4,2179968
1444,2017,6,1,5,64066
1445,2017,6,1,6,550817
1446,2017,6,1,7,733984
1447,2017,6,1,0,45580061
1448,2017,6,2,1,32825263
1449,2017,6,2,2,59867730
1450,2017,6,2,3,1458114
1451,2017,6,2,4,24402762
1452,2017,6,2,5,435945
1453,2017,6,2,6,917275
1454,2017,6,2,7,1216457
1455,2017,6,2,0,121123546
1456,2017,6,3,1,44325692
1457,2017,6,3,2,54396187
1458,2017,6,3,3,10417057
1459,2017,6,3,4,63683481
1460,2017,6,3,5,1228351
1461,2017,6,3,6,1158165
1462,2017,6,3,7,1349421
1463,2017,6,3,0,176558354
1464,2017,6,4,1,40558043
1465,2017,6,4,2,54454494
1466,2017,6,4,3,3734426
1467,2017,6,4,4,177523386
1468,2017,6,4,5,2422392
1469,2017,6,4,6,2031724
1470,2017,6,4,7,807868
1471,2017,6,4,0,281532333
1472,2017,6,5,1,22210899
1473,2017,6,5,2,22529157
1474,2017,6,5,3,2329725
1475,2017,6,5,4,3629854
1476,2017,6,5,5,658698
1477,2017,6,5,6,773910
1478,2017,6,5,7,461534
1479,2017,6,5,0,52593777
1480,2018,6,1,1,10846953
1481,2018,6,1,2,30164222
1482,2018,6,1,3,3067871
1483,2018,6,1,4,2431929
1484,2018,6,1,5,72193
1485,2018,6,1,6,738259
1486,2018,6,1,7,647758
1487,2018,6,1,0,47969185
1488,2018,6,2,1,33914564
1489,2018,6,2,2,61792424
1490,2018,6,2,3,1563373
1491,2018,6,2,4,24722701
1492,2018,6,2,5,427346
1493,2018,6,2,6,894543
1494,2018,6,2,7,1218609
1495,2018,6,2,0,124533560
1496,2018,6,3,1,46552103
1497,2018,6,3,2,57929359
1498,2018,6,3,3,10977448
1499,2018,6,3,4,66055030
1500,2018,6,3,5,1068888
1501,2018,6,3,6,1209883
1502,2018,6,3,7,1176663
1503,2018,6,3,0,184969374
1504,2018,6,4,1,42646809
1505,2018,6,4,2,58446625
1506,2018,6,4,3,4022997
1507,2018,6,4,4,165464810
1508,2018,6,4,5,2354167
1509,2018,6,4,6,1927713
1510,2018,6,4,7,779002
1511,2018,6,4,0,275642123
1512,2018,6,5,1,23325318
1513,2018,6,5,2,24119235
1514,2018,6,5,3,2430342
1515,2018,6,5,4,3111781
1516,2018,6,5,5,649448
1517,2018,6,5,6,884837
1518,2018,6,5,7,416894
1519,2018,6,5,0,54937855
1520,2019,6,1,1,11268028
1521,2019,6,1,2,29055837
1522,2019,6,1,3,2999215
1523,2019,6,1,4,2257603
1524,2019,6,1,5,71569
1525,2019,6,1,6,755223
1526,2019,6,1,7,600474
1527,2019,6,1,0,47007949
1528,2019,6,2,1,33553856
1529,2019,6,2,2,60900341
1530,2019,6,2,3,1556740
1531,2019,6,2,4,24649775
1532,2019,6,2,5,435375
1533,2019,6,2,6,910548
1534,2019,6,2,7,969233
1535,2019,6,2,0,122975868
1536,2019,6,3,1,46354018
1537,2019,6,3,2,56052953
1538,2019,6,3,3,10689256
1539,2019,6,3,4,60024924
1540,2019,6,3,5,1249102
1541,2019,6,3,6,1345891
1542,2019,6,3,7,1051633
1543,2019,6,3,0,176767777
1544,2019,6,4,1,43499815
1545,2019,6,4,2,57865408
1546,2019,6,4,3,3918436
1547,2019,6,4,4,163223793
1548,2019,6,4,5,2236864
1549,2019,6,4,6,1980460
1550,2019,6,4,7,851174
1551,2019,6,4,0,273575950
1552,2019,6,5,1,23577955
1553,2019,6,5,2,22999198
1554,2019,6,5,3,2304562
1555,2019,6,5,4,2764191
1556,2019,6,5,5,665910
1557,2019,6,5,6,943261
1558,2019,6,5,7,400021
1559,2019,6,5,0,53655098
1560,2020,6,1,1,12592684
1561,2020,6,1,2,29446084
1562,2020,6,1,3,2460979
1563,2020,6,1,4,2321266
1564,2020,6,1,5,73487
1565,2020,6,1,6,791237
1566,2020,6,1,7,597244
1567,2020,6,1,0,48282981
1568,2020,6,2,1,35582710
1569,2020,6,2,2,61273303
1570,2020,6,2,3,1242322
1571,2020,6,2,4,24609174
1572,2020,6,2,5,357289
1573,2020,6,2,6,878752
1574,2020,6,2,7,1114216
1575,2020,6,2,0,125057766
1576,2020,6,3,1,50332426
1577,2020,6,3,2,58496883
1578,2020,6,3,3,10600123
1579,2020,6,3,4,61817507
1580,2020,6,3,5,1269475
1581,2020,6,3,6,1367418
1582,2020,6,3,7,1070908
1583,2020,6,3,0,184954740
1584,2020,6,4,1,47176972
1585,2020,6,4,2,60595058
1586,2020,6,4,3,3195612
1587,2020,6,4,4,153727696
1588,2020,6,4,5,2488326
1589,2020,6,4,6,2020738
1590,2020,6,4,7,868752
1591,2020,6,4,0,270073154
1592,2020,6,5,1,25370743
1593,2020,6,5,2,24959393
1594,2020,6,5,3,1948138
1595,2020,6,5,4,2683365
1596,2020,6,5,5,691797
1597,2020,6,5,6,913906
1598,2020,6,5,7,369921
1599,2020,6,5,0,56937263
1600,2021,6,1,1,13328381
1601,2021,6,1,2,28632980
1602,2021,6,1,3,2720147
1603,2021,6,1,4,2625124
1604,2021,6,1,5,69173
1605,2021,6,1,6,773739
1606,2021,6,1,7,538684
1607,2021,6,1,0,48688228
1608,2021,6,2,1,35205670
1609,2021,6,2,2,60939034
1610,2021,6,2,3,1479619
1611,2021,6,2,4,26498907
1612,2021,6,2,5,346184
1613,2021,6,2,6,811416
1614,2021,6,2,7,1033357
1615,2021,6,2,0,126314187
1616,2021,6,3,1,50321786
1617,2021,6,3,2,58038147
1618,2021,6,3,3,11245358
1619,2021,6,3,4,62564978
1620,2021,6,3,5,1247678
1621,2021,6,3,6,1303392
1622,2021,6,3,7,1032752
1623,2021,6,3,0,185754091
1624,2021,6,4,1,48017851
1625,2021,6,4,2,61788726
1626,2021,6,4,3,3684248
1627,2021,6,4,4,177151050
1628,2021,6,4,5,2510179
1629,2021,6,4,6,1895191
1630,2021,6,4,7,780453
1631,2021,6,4,0,295827698
1632,2021,6,5,1,25466870
1633,2021,6,5,2,24630986
1634,2021,6,5,3,2242022
1635,2021,6,5,4,2839396
1636,2021,6,5,5,731158
1637,2021,6,5,6,916056
1638,2021,6,5,7,323910
1639,2021,6,5,0,57150398
1640,2022,6,1,1,13963517
1641,2022,6,1,2,29619867
1642,2022,6,1,3,2794639
1643,2022,6,1,4,2760369
1644,2022,6,1,5,151621
1645,2022,6,1,6,757031
1646,2022,6,1,7,481009
1647,2022,6,1,0,50528053
1648,2022,6,2,1,34370261
1649,2022,6,2,2,62858060
1650,2022,6,2,3,1589636
1651,2022,6,2,4,26100888
1652,2022,6,2,5,434048
1653,2022,6,2,6,737953
1654,2022,6,2,7,969528
1655,2022,6,2,0,127060374
1656,2022,6,3,1,49943929
1657,2022,6,3,2,60252571
1658,2022,6,3,3,12476764
1659,2022,6,3,4,65615071
1660,2022,6,3,5,1358685
1661,2022,6,3,6,1235322
1662,2022,6,3,7,1034762
1663,2022,6,3,0,191917104
1664,2022,6,4,1,47551429
1665,2022,6,4,2,66771521
1666,2022,6,4,3,4142129
1667,2022,6,4,4,164993479
1668,2022,6,4,5,3092020
1669,2022,6,4,6,1982768
1670,2022,6,4,7,608859
1671,2022,6,4,0,289142205
1672,2022,6,5,1,25371518
1673,2022,6,5,2,25628508
1674,2022,6,5,3,2290706
1675,2022,6,5,4,3617016
1676,2022,6,5,5,832092
1677,2022,6,5,6,878706
1678,2022,6,5,7,298735
1679,2022,6,5,0,58917281
1680,2016,7,1,1,10717434
1681,2016,7,1,2,33255320
1682,2016,7,1,3,3448469
1683,2016,7,1,4,2499186
1684,2016,7,1,5,62080
1685,2016,7,1,6,595425
1686,2016,7,1,7,913937
1687,2016,7,1,0,51491851
1688,2016,7,2,1,34822530
1689,2016,7,2,2,67378479
1690,2016,7,2,3,2058788
1691,2016,7,2,4,28620805
1692,2016,7,2,5,450313
1693,2016,7,2,6,912834
1694,2016,7,2,7,1422998
1695,2016,7,2,0,135666747
1696,2016,7,3,1,48012676
1697,2016,7,3,2,61765790
1698,2016,7,3,3,12351757
1699,2016,7,3,4,68376161
1700,2016,7,3,5,1367683
1701,2016,7,3,6,1139296
1702,2016,7,3,7,1533065
1703,2016,7,3,0,194546428
1704,2016,7,4,1,42396197
1705,2016,7,4,2,59624193
1706,2016,7,4,3,5103170
1707,2016,7,4,4,180920297
1708,2016,7,4,5,2135133
1709,2016,7,4,6,1884401
1710,2016,7,4,7,951695
1711,2016,7,4,0,293015086
1712,2016,7,5,1,24304944
1713,2016,7,5,2,25408298
1714,2016,7,5,3,2959962
1715,2016,7,5,4,2745641
1716,2016,7,5,5,465478
1717,2016,7,5,6,825938
1718,2016,7,5,7,424253
1719,2016,7,5,0,57134514
1720,2017,7,1,1,11421827
1721,2017,7,1,2,34453658
1722,2017,7,1,3,3478207
1723,2017,7,1,4,2524619
1724,2017,7,1,5,66047
1725,2017,7,1,6,544648
1726,2017,7,1,7,723706
1727,2017,7,1,0,53212712
1728,2017,7,2,1,35645349
1729,2017,7,2,2,69657881
1730,2017,7,2,3,2176047
1731,2017,7,2,4,28393438
1732,2017,7,2,5,516706
1733,2017,7,2,6,899309
1734,2017,7,2,7,1329470
1735,2017,7,2,0,138618200
1736,2017,7,3,1,50732336
1737,2017,7,3,2,64552249
1738,2017,7,3,3,13268046
1739,2017,7,3,4,70024340
1740,2017,7,3,5,1182722
1741,2017,7,3,6,1127373
1742,2017,7,3,7,1487323
1743,2017,7,3,0,202374389
1744,2017,7,4,1,44295915
1745,2017,7,4,2,64196727
1746,2017,7,4,3,5138861
1747,2017,7,4,4,187539169
1748,2017,7,4,5,2350539
1749,2017,7,4,6,1907764
1750,2017,7,4,7,874894
1751,2017,7,4,0,306303869
1752,2017,7,5,1,25743699
1753,2017,7,5,2,27239445
1754,2017,7,5,3,3109697
1755,2017,7,5,4,3730467
1756,2017,7,5,5,525476
1757,2017,7,5,6,780586
1758,2017,7,5,7,349133
1759,2017,7,5,0,61478503
1760,2018,7,1,1,12022027
1761,2018,7,1,2,34920611
1762,2018,7,1,3,3454391
1763,2018,7,1,4,2574932
1764,2018,7,1,5,75790
1765,2018,7,1,6,784656
1766,2018,7,1,7,693164
1767,2018,7,1,0,54525571
1768,2018,7,2,1,36607069
1769,2018,7,2,2,69934247
1770,2018,7,2,3,2252518
1771,2018,7,2,4,27777764
1772,2018,7,2,5,523778
1773,2018,7,2,6,857649
1774,2018,7,2,7,1304083
1775,2018,7,2,0,139257108
1776,2018,7,3,1,53056410
1777,2018,7,3,2,66118333
1778,2018,7,3,3,13495395
1779,2018,7,3,4,64200885
1780,2018,7,3,5,1364109
1781,2018,7,3,6,1140843
1782,2018,7,3,7,1353333
1783,2018,7,3,0,200729308
1784,2018,7,4,1,46406620
1785,2018,7,4,2,66603096
1786,2018,7,4,3,5361365
1787,2018,7,4,4,172061408
1788,2018,7,4,5,2326502
1789,2018,7,4,6,1812586
1790,2018,7,4,7,739579
1791,2018,7,4,0,295311156
1792,2018,7,5,1,26902953
1793,2018,7,5,2,28201450
1794,2018,7,5,3,3161964
1795,2018,7,5,4,3315054
1796,2018,7,5,5,636560
1797,2018,7,5,6,917479
1798,2018,7,5,7,304657
1799,2018,7,5,0,63440117
1800,2019,7,1,1,12003120
1801,2019,7,1,2,32400159
1802,2019,7,1,3,3209040
1803,2019,7,1,4,2474250
1804,2019,7,1,5,73019
1805,2019,7,1,6,736518
1806,2019,7,1,7,573028
1807,2019,7,1,0,51469134
1808,2019,7,2,1,34625607
1809,2019,7,2,2,66401586
1810,2019,7,2,3,1977770
1811,2019,7,2,4,28410626
1812,2019,7,2,5,420661
1813,2019,7,2,6,855445
1814,2019,7,2,7,1131460
1815,2019,7,2,0,133823155
1816,2019,7,3,1,48920695
1817,2019,7,3,2,61467822
1818,2019,7,3,3,12588536
1819,2019,7,3,4,65609074
1820,2019,7,3,5,1234827
1821,2019,7,3,6,1301168
1822,2019,7,3,7,1104315
