,year,month,area,type,kw
2709,2020,10,4,6,2284811
2710,2020,10,4,7,513920
2711,2020,10,4,0,260537689
2712,2020,10,5,1,24447166
2713,2020,10,5,2,20827722
2714,2020,10,5,3,1571362
2715,2020,10,5,4,2672827
2716,2020,10,5,5,593230
2717,2020,10,5,6,1091350
2718,2020,10,5,7,433530
2719,2020,10,5,0,51637187
2720,2021,10,1,1,13488360
2721,2021,10,1,2,28562133
2722,2021,10,1,3,2849127
2723,2021,10,1,4,2694501
2724,2021,10,1,5,100428
2725,2021,10,1,6,807625
2726,2021,10,1,7,348522
2727,2021,10,1,0,48850696
2728,2021,10,2,1,36460122
2729,2021,10,2,2,62174690
2730,2021,10,2,3,1683468
2731,2021,10,2,4,26469766
2732,2021,10,2,5,424467
2733,2021,10,2,6,968059
2734,2021,10,2,7,819833
2735,2021,10,2,0,129000405
2736,2021,10,3,1,50711380
2737,2021,10,3,2,57799501
2738,2021,10,3,3,10976341
2739,2021,10,3,4,61170253
2740,2021,10,3,5,1203069
2741,2021,10,3,6,1609476
2742,2021,10,3,7,829704
2743,2021,10,3,0,184299724
2744,2021,10,4,1,49455783
2745,2021,10,4,2,63829120
2746,2021,10,4,3,4232017
2747,2021,10,4,4,163508927
2748,2021,10,4,5,2769031
2749,2021,10,4,6,2245993
2750,2021,10,4,7,494715
2751,2021,10,4,0,286535586
2752,2021,10,5,1,25686027
2753,2021,10,5,2,23987460
2754,2021,10,5,3,2261735
2755,2021,10,5,4,2900781
2756,2021,10,5,5,640871
2757,2021,10,5,6,1051371
2758,2021,10,5,7,389082
2759,2021,10,5,0,56917327
2760,2022,10,1,1,14018371
2761,2022,10,1,2,27690579
2762,2022,10,1,3,3014146
2763,2022,10,1,4,2717615
2764,2022,10,1,5,171137
2765,2022,10,1,6,798689
2766,2022,10,1,7,301682
2767,2022,10,1,0,48712219
2768,2022,10,2,1,36270949
2769,2022,10,2,2,61728781
2770,2022,10,2,3,1679472
2771,2022,10,2,4,23215986
2772,2022,10,2,5,487151
2773,2022,10,2,6,954318
2774,2022,10,2,7,728423
2775,2022,10,2,0,125065080
2776,2022,10,3,1,49794761
2777,2022,10,3,2,56686897
2778,2022,10,3,3,10990543
2779,2022,10,3,4,61783567
2780,2022,10,3,5,1181266
2781,2022,10,3,6,1530340
2782,2022,10,3,7,865287
2783,2022,10,3,0,182832661
2784,2022,10,4,1,49721562
2785,2022,10,4,2,65321555
2786,2022,10,4,3,4255611
2787,2022,10,4,4,152835804
2788,2022,10,4,5,3891328
2789,2022,10,4,6,2253923
2790,2022,10,4,7,410976
2791,2022,10,4,0,278690759
2792,2022,10,5,1,25164723
2793,2022,10,5,2,23409059
2794,2022,10,5,3,2199013
2795,2022,10,5,4,3487924
2796,2022,10,5,5,639628
2797,2022,10,5,6,1021102
2798,2022,10,5,7,357315
2799,2022,10,5,0,56278764
2800,2016,11,1,1,10639115
2801,2016,11,1,2,25781465
2802,2016,11,1,3,3007270
2803,2016,11,1,4,2232490
2804,2016,11,1,5,95335
2805,2016,11,1,6,757152
2806,2016,11,1,7,1152659
2807,2016,11,1,0,43665486
2808,2016,11,2,1,34167920
2809,2016,11,2,2,56883893
2810,2016,11,2,3,1487418
2811,2016,11,2,4,25599609
2812,2016,11,2,5,679613
2813,2016,11,2,6,1243330
2814,2016,11,2,7,1599744
2815,2016,11,2,0,121661527
2816,2016,11,3,1,47060257
2817,2016,11,3,2,52293240
2818,2016,11,3,3,10467931
2819,2016,11,3,4,60592421
2820,2016,11,3,5,1457249
2821,2016,11,3,6,1626969
2822,2016,11,3,7,2466156
2823,2016,11,3,0,175964223
2824,2016,11,4,1,42045739
2825,2016,11,4,2,51036389
2826,2016,11,4,3,4242835
2827,2016,11,4,4,177188614
2828,2016,11,4,5,3942695
2829,2016,11,4,6,2672007
2830,2016,11,4,7,1615307
2831,2016,11,4,0,282743586
2832,2016,11,5,1,24038618
2833,2016,11,5,2,21457836
2834,2016,11,5,3,2548164
2835,2016,11,5,4,3470680
2836,2016,11,5,5,1296524
2837,2016,11,5,6,1103214
2838,2016,11,5,7,1743677
2839,2016,11,5,0,55658713
2840,2017,11,1,1,10837920
2841,2017,11,1,2,27157716
2842,2017,11,1,3,2971792
2843,2017,11,1,4,2238001
2844,2017,11,1,5,104802
2845,2017,11,1,6,723162
2846,2017,11,1,7,1044263
2847,2017,11,1,0,45077656
2848,2017,11,2,1,33985770
2849,2017,11,2,2,56820600
2850,2017,11,2,3,1432507
2851,2017,11,2,4,24579729
2852,2017,11,2,5,683456
2853,2017,11,2,6,1186099
2854,2017,11,2,7,1116499
2855,2017,11,2,0,119804660
2856,2017,11,3,1,47033417
2857,2017,11,3,2,52358630
2858,2017,11,3,3,10453342
2859,2017,11,3,4,61745026
2860,2017,11,3,5,1557929
2861,2017,11,3,6,1634670
2862,2017,11,3,7,2304576
2863,2017,11,3,0,177087590
2864,2017,11,4,1,42507300
2865,2017,11,4,2,53493149
2866,2017,11,4,3,4096579
2867,2017,11,4,4,173777110
2868,2017,11,4,5,4029588
2869,2017,11,4,6,2488543
2870,2017,11,4,7,1389244
2871,2017,11,4,0,281781513
2872,2017,11,5,1,23872996
2873,2017,11,5,2,22233823
2874,2017,11,5,3,2438069
2875,2017,11,5,4,3841575
2876,2017,11,5,5,1330435
2877,2017,11,5,6,1051360
2878,2017,11,5,7,1534940
2879,2017,11,5,0,56303198
2880,2018,11,1,1,11193546
2881,2018,11,1,2,26979182
2882,2018,11,1,3,2977627
2883,2018,11,1,4,2357143
2884,2018,11,1,5,121223
2885,2018,11,1,6,831083
2886,2018,11,1,7,1027111
2887,2018,11,1,0,45486915
2888,2018,11,2,1,33992879
2889,2018,11,2,2,56430100
2890,2018,11,2,3,1481633
2891,2018,11,2,4,24826212
2892,2018,11,2,5,748258
2893,2018,11,2,6,1176318
2894,2018,11,2,7,1297419
2895,2018,11,2,0,119952819
2896,2018,11,3,1,48541642
2897,2018,11,3,2,52343740
2898,2018,11,3,3,10278631
2899,2018,11,3,4,57994520
2900,2018,11,3,5,1707602
2901,2018,11,3,6,1648979
2902,2018,11,3,7,2373952
2903,2018,11,3,0,174889066
2904,2018,11,4,1,43459864
2905,2018,11,4,2,53950116
2906,2018,11,4,3,4073359
2907,2018,11,4,4,166290085
2908,2018,11,4,5,4357198
2909,2018,11,4,6,2468226
2910,2018,11,4,7,1457560
2911,2018,11,4,0,276056408
2912,2018,11,5,1,24092095
2913,2018,11,5,2,22146912
2914,2018,11,5,3,2472140
2915,2018,11,5,4,3445075
2916,2018,11,5,5,1452536
2917,2018,11,5,6,1129535
2918,2018,11,5,7,1476454
2919,2018,11,5,0,56214747
2920,2019,11,1,1,11903891
2921,2019,11,1,2,26480395
2922,2019,11,1,3,2833999
2923,2019,11,1,4,2384090
2924,2019,11,1,5,91104
2925,2019,11,1,6,826906
2926,2019,11,1,7,758718
2927,2019,11,1,0,45279103
2928,2019,11,2,1,34033009
2929,2019,11,2,2,56911016
2930,2019,11,2,3,1450687
2931,2019,11,2,4,24362591
2932,2019,11,2,5,884969
2933,2019,11,2,6,1250890
2934,2019,11,2,7,1120926
2935,2019,11,2,0,120014088
2936,2019,11,3,1,47979122
2937,2019,11,3,2,52922839
2938,2019,11,3,3,10326423
2939,2019,11,3,4,60748711
2940,2019,11,3,5,1638026
2941,2019,11,3,6,1898817
2942,2019,11,3,7,1858334
2943,2019,11,3,0,177372272
2944,2019,11,4,1,44589002
2945,2019,11,4,2,55238777
2946,2019,11,4,3,3895190
2947,2019,11,4,4,153911734
2948,2019,11,4,5,3732334
2949,2019,11,4,6,2577917
2950,2019,11,4,7,1054949
2951,2019,11,4,0,264999903
2952,2019,11,5,1,24556637
2953,2019,11,5,2,22037222
2954,2019,11,5,3,2316298
2955,2019,11,5,4,2887889
2956,2019,11,5,5,1302091
2957,2019,11,5,6,1177195
2958,2019,11,5,7,1190629
2959,2019,11,5,0,55467961
2960,2020,11,1,1,13149961
2961,2020,11,1,2,25799248
2962,2020,11,1,3,2632681
2963,2020,11,1,4,2465147
2964,2020,11,1,5,90608
2965,2020,11,1,6,855856
2966,2020,11,1,7,759606
2967,2020,11,1,0,45753107
2968,2020,11,2,1,35108200
2969,2020,11,2,2,56161116
2970,2020,11,2,3,1444459
2971,2020,11,2,4,24144008
2972,2020,11,2,5,601833
2973,2020,11,2,6,1088762
2974,2020,11,2,7,1128172
2975,2020,11,2,0,119676550
2976,2020,11,3,1,50127271
2977,2020,11,3,2,52717746
2978,2020,11,3,3,10200533
2979,2020,11,3,4,58860896
2980,2020,11,3,5,1688100
2981,2020,11,3,6,1782019
2982,2020,11,3,7,1877039
2983,2020,11,3,0,177253604
2984,2020,11,4,1,47283725
2985,2020,11,4,2,55752640
2986,2020,11,4,3,3792752
2987,2020,11,4,4,167580918
2988,2020,11,4,5,3878472
2989,2020,11,4,6,2532775
2990,2020,11,4,7,1178558
2991,2020,11,4,0,281999840
2992,2020,11,5,1,25558272
2993,2020,11,5,2,22488762
2994,2020,11,5,3,2261434
2995,2020,11,5,4,2838250
2996,2020,11,5,5,1167816
2997,2020,11,5,6,1145869
2998,2020,11,5,7,1291583
2999,2020,11,5,0,56751986
3000,2021,11,1,1,13849282
3001,2021,11,1,2,26865120
3002,2021,11,1,3,2847110
3003,2021,11,1,4,2658458
3004,2021,11,1,5,112542
3005,2021,11,1,6,847535
3006,2021,11,1,7,701584
3007,2021,11,1,0,47881631
3008,2021,11,2,1,35595075
3009,2021,11,2,2,58497630
3010,2021,11,2,3,1604890
3011,2021,11,2,4,23571353
3012,2021,11,2,5,802694
3013,2021,11,2,6,1078211
3014,2021,11,2,7,1008045
3015,2021,11,2,0,122157898
3016,2021,11,3,1,51080214
3017,2021,11,3,2,55255082
3018,2021,11,3,3,11025618
3019,2021,11,3,4,59130103
3020,2021,11,3,5,1794297
3021,2021,11,3,6,1739025
3022,2021,11,3,7,1844583
3023,2021,11,3,0,181868922
3024,2021,11,4,1,48864025
3025,2021,11,4,2,59854682
3026,2021,11,4,3,4383220
3027,2021,11,4,4,178768537
3028,2021,11,4,5,4523369
3029,2021,11,4,6,2479247
3030,2021,11,4,7,1031994
3031,2021,11,4,0,299905074
3032,2021,11,5,1,26285864
3033,2021,11,5,2,23549022
3034,2021,11,5,3,2516148
3035,2021,11,5,4,3048052
3036,2021,11,5,5,1218877
3037,2021,11,5,6,1123955
3038,2021,11,5,7,1258177
3039,2021,11,5,0,59000095
3040,2022,11,1,1,13904615
3041,2022,11,1,2,25937566
3042,2022,11,1,3,2783239
3043,2022,11,1,4,2640646
3044,2022,11,1,5,182804
3045,2022,11,1,6,822383
3046,2022,11,1,7,571699
3047,2022,11,1,0,46842952
3048,2022,11,2,1,34537073
3049,2022,11,2,2,56623434
3050,2022,11,2,3,1501239
3051,2022,11,2,4,25504142
3052,2022,11,2,5,689126
3053,2022,11,2,6,1092889
3054,2022,11,2,7,967442
3055,2022,11,2,0,120915345
3056,2022,11,3,1,50150996
3057,2022,11,3,2,54322994
3058,2022,11,3,3,10729983
3059,2022,11,3,4,60787370
3060,2022,11,3,5,1656151
3061,2022,11,3,6,1660747
3062,2022,11,3,7,1634691
3063,2022,11,3,0,180942932
3064,2022,11,4,1,48018867
3065,2022,11,4,2,60526350
3066,2022,11,4,3,4020939
3067,2022,11,4,4,161685323
3068,2022,11,4,5,5923452
3069,2022,11,4,6,2450050
3070,2022,11,4,7,929201
3071,2022,11,4,0,283554182
3072,2022,11,5,1,25546801
3073,2022,11,5,2,23110830
3074,2022,11,5,3,2436434
3075,2022,11,5,4,3816608
3076,2022,11,5,5,1371182
3077,2022,11,5,6,1054782
3078,2022,11,5,7,932477
3079,2022,11,5,0,58269114
3080,2016,12,1,1,11093412
3081,2016,12,1,2,31459960
3082,2016,12,1,3,3789519
3083,2016,12,1,4,2611945
3084,2016,12,1,5,99870
3085,2016,12,1,6,782535
3086,2016,12,1,7,1869778
3087,2016,12,1,0,51707019
3088,2016,12,2,1,35354551
3089,2016,12,2,2,63222215
3090,2016,12,2,3,2220580
3091,2016,12,2,4,28379096
3092,2016,12,2,5,432404
3093,2016,12,2,6,1355151
3094,2016,12,2,7,2343737
3095,2016,12,2,0,133307734
3096,2016,12,3,1,48650407
3097,2016,12,3,2,59345992
3098,2016,12,3,3,13183055
3099,2016,12,3,4,61275715
3100,2016,12,3,5,1847586
3101,2016,12,3,6,1694609
3102,2016,12,3,7,4154617
3103,2016,12,3,0,190151981
3104,2016,12,4,1,43506923
3105,2016,12,4,2,57481753
3106,2016,12,4,3,5718776
3107,2016,12,4,4,180296479
3108,2016,12,4,5,4638876
3109,2016,12,4,6,2750903
3110,2016,12,4,7,3415040
3111,2016,12,4,0,297808750
3112,2016,12,5,1,24942066
3113,2016,12,5,2,24625192
3114,2016,12,5,3,3532815
3115,2016,12,5,4,3249337
3116,2016,12,5,5,916129
3117,2016,12,5,6,1199002
3118,2016,12,5,7,2829903
3119,2016,12,5,0,61294444
3120,2017,12,1,1,11639772
3121,2017,12,1,2,32974307
3122,2017,12,1,3,3954275
3123,2017,12,1,4,2720899
3124,2017,12,1,5,101735
3125,2017,12,1,6,764778
3126,2017,12,1,7,1868057
3127,2017,12,1,0,54023823
3128,2017,12,2,1,35647715
3129,2017,12,2,2,66677727
3130,2017,12,2,3,2561928
3131,2017,12,2,4,25494273
3132,2017,12,2,5,496676
3133,2017,12,2,6,1300611
3134,2017,12,2,7,2202586
3135,2017,12,2,0,134381516
3136,2017,12,3,1,50225505
3137,2017,12,3,2,63224363
3138,2017,12,3,3,14640075
3139,2017,12,3,4,61780169
3140,2017,12,3,5,2119955
3141,2017,12,3,6,1708101
3142,2017,12,3,7,4329731
3143,2017,12,3,0,198027899
3144,2017,12,4,1,44738832
3145,2017,12,4,2,63402863
3146,2017,12,4,3,6536298
3147,2017,12,4,4,173354865
3148,2017,12,4,5,4876672
3149,2017,12,4,6,2570310
3150,2017,12,4,7,3402451
3151,2017,12,4,0,298882291
3152,2017,12,5,1,25562564
3153,2017,12,5,2,27314857
3154,2017,12,5,3,3952360
3155,2017,12,5,4,4006887
3156,2017,12,5,5,906770
3157,2017,12,5,6,1131727
3158,2017,12,5,7,2828102
3159,2017,12,5,0,65703267
3160,2018,12,1,1,11773438
3161,2018,12,1,2,31170303
3162,2018,12,1,3,3611654
3163,2018,12,1,4,2685891
3164,2018,12,1,5,97694
3165,2018,12,1,6,830461
3166,2018,12,1,7,1547414
3167,2018,12,1,0,51716855
3168,2018,12,2,1,35473355
3169,2018,12,2,2,62927784
3170,2018,12,2,3,2202235
3171,2018,12,2,4,25855084
3172,2018,12,2,5,506397
3173,2018,12,2,6,1279664
3174,2018,12,2,7,1761978
3175,2018,12,2,0,130006497
3176,2018,12,3,1,50531029
3177,2018,12,3,2,59092945
3178,2018,12,3,3,9459015
3179,2018,12,3,4,58519283
3180,2018,12,3,5,1905085
3181,2018,12,3,6,1842311
3182,2018,12,3,7,3725620
3183,2018,12,3,0,185075288
3184,2018,12,4,1,45209037
3185,2018,12,4,2,60045141
3186,2018,12,4,3,5804296
3187,2018,12,4,4,166288665
3188,2018,12,4,5,4647099
3189,2018,12,4,6,2554837
3190,2018,12,4,7,2864911
3191,2018,12,4,0,287413986
3192,2018,12,5,1,25434810
3193,2018,12,5,2,25633282
3194,2018,12,5,3,3500682
3195,2018,12,5,4,3465956
3196,2018,12,5,5,924032
3197,2018,12,5,6,1213253
3198,2018,12,5,7,2426062
3199,2018,12,5,0,62598077
3200,2019,12,1,1,12664312
3201,2019,12,1,2,30554417
3202,2019,12,1,3,3653243
3203,2019,12,1,4,2681137
3204,2019,12,1,5,89425
3205,2019,12,1,6,810139
3206,2019,12,1,7,1356160
3207,2019,12,1,0,51808833
3208,2019,12,2,1,35462315
3209,2019,12,2,2,63654554
3210,2019,12,2,3,2290191
3211,2019,12,2,4,25177040
3212,2019,12,2,5,530809
3213,2019,12,2,6,1310650
3214,2019,12,2,7,1635863
3215,2019,12,2,0,130061422
3216,2019,12,3,1,50460720
3217,2019,12,3,2,60340192
3218,2019,12,3,3,13676765
3219,2019,12,3,4,53123531
3220,2019,12,3,5,1944666
3221,2019,12,3,6,1977906
3222,2019,12,3,7,3286224
3223,2019,12,3,0,184810004
3224,2019,12,4,1,46235650
3225,2019,12,4,2,61931655
3226,2019,12,4,3,6091426
3227,2019,12,4,4,158212543
3228,2019,12,4,5,4483572
3229,2019,12,4,6,2673831
3230,2019,12,4,7,2599177
3231,2019,12,4,0,282227854
3232,2019,12,5,1,25729713
3233,2019,12,5,2,25789475
3234,2019,12,5,3,3509370
3235,2019,12,5,4,2957272
3236,2019,12,5,5,941864
3237,2019,12,5,6,1185885
3238,2019,12,5,7,2229602
3239,2019,12,5,0,62343181
3240,2020,12,1,1,14235306
3241,2020,12,1,2,29805034
3242,2020,12,1,3,3349530
3243,2020,12,1,4,2853158
3244,2020,12,1,5,83226
3245,2020,12,1,6,850821
3246,2020,12,1,7,1222820
3247,2020,12,1,0,52399895
3248,2020,12,2,1,36660230
3249,2020,12,2,2,61925391
3250,2020,12,2,3,2086552
3251,2020,12,2,4,24152664
3252,2020,12,2,5,434999
3253,2020,12,2,6,1167003
3254,2020,12,2,7,1501171
3255,2020,12,2,0,127928010
3256,2020,12,3,1,53222001
3257,2020,12,3,2,59742041
3258,2020,12,3,3,13493808
3259,2020,12,3,4,59970821
3260,2020,12,3,5,2011603
3261,2020,12,3,6,1853878
3262,2020,12,3,7,3037954
3263,2020,12,3,0,193332106
3264,2020,12,4,1,49198893
3265,2020,12,4,2,61846920
3266,2020,12,4,3,5370046
3267,2020,12,4,4,172167641
3268,2020,12,4,5,4527495
3269,2020,12,4,6,2523321
3270,2020,12,4,7,2306752
3271,2020,12,4,0,297941068
3272,2020,12,5,1,26979437
3273,2020,12,5,2,25890067
3274,2020,12,5,3,3118279
3275,2020,12,5,4,2948529
3276,2020,12,5,5,915396
3277,2020,12,5,6,1144465
3278,2020,12,5,7,2018172
3279,2020,12,5,0,63014345
3280,2021,12,1,1,14309914
3281,2021,12,1,2,30767193
3282,2021,12,1,3,3617998
3283,2021,12,1,4,3074327
3284,2021,12,1,5,117691
3285,2021,12,1,6,837978
3286,2021,12,1,7,1130450
3287,2021,12,1,0,53855551
3288,2021,12,2,1,36353318
3289,2021,12,2,2,64050824
3290,2021,12,2,3,2355327
3291,2021,12,2,4,27488272
3292,2021,12,2,5,478466
3293,2021,12,2,6,1159631
3294,2021,12,2,7,1485977
3295,2021,12,2,0,133371815
3296,2021,12,3,1,53661933
3297,2021,12,3,2,61353198
3298,2021,12,3,3,14421655
3299,2021,12,3,4,60786838
3300,2021,12,3,5,2013469
3301,2021,12,3,6,1788323
3302,2021,12,3,7,2900578
3303,2021,12,3,0,196925994
3304,2021,12,4,1,49590864
3305,2021,12,4,2,65482168
3306,2021,12,4,3,6006802
3307,2021,12,4,4,182339770
3308,2021,12,4,5,4705696
3309,2021,12,4,6,2613975
3310,2021,12,4,7,2136999
3311,2021,12,4,0,312876274
3312,2021,12,5,1,27177488
3313,2021,12,5,2,26381684
3314,2021,12,5,3,3467499
3315,2021,12,5,4,3348844
3316,2021,12,5,5,956589
3317,2021,12,5,6,1134243
3318,2021,12,5,7,1918451
3319,2021,12,5,0,64384798
3320,2022,12,1,1,15112894
3321,2022,12,1,2,31046732
3322,2022,12,1,3,3536312
3323,2022,12,1,4,3064951
3324,2022,12,1,5,164844
3325,2022,12,1,6,826212
3326,2022,12,1,7,933597
3327,2022,12,1,0,54685542
3328,2022,12,2,1,35741374
3329,2022,12,2,2,63473543
3330,2022,12,2,3,2340582
3331,2022,12,2,4,26773505
3332,2022,12,2,5,382922
3333,2022,12,2,6,1169389
3334,2022,12,2,7,1273849
3335,2022,12,2,0,131155164
3336,2022,12,3,1,53211681
3337,2022,12,3,2,62735214
3338,2022,12,3,3,15457204
3339,2022,12,3,4,61295238
3340,2022,12,3,5,1663350
3341,2022,12,3,6,1726078
3342,2022,12,3,7,2620725
3343,2022,12,3,0,198709490
3344,2022,12,4,1,49574177
3345,2022,12,4,2,67525642
3346,2022,12,4,3,6157714
3347,2022,12,4,4,160994244
3348,2022,12,4,5,5541983
3349,2022,12,4,6,2499654
3350,2022,12,4,7,1885138
3351,2022,12,4,0,294178552
3352,2022,12,5,1,26932740
3353,2022,12,5,2,27187630
3354,2022,12,5,3,3668155
3355,2022,12,5,4,4131545
3356,2022,12,5,5,871011
3357,2022,12,5,6,1095604
3358,2022,12,5,7,1752990
3359,2022,12,5,0,65639675
