,year,month,day,temp,cloud,rainfall_total,Humidity_mean,solar
707,2022,12,9,7.4,4.9,0.0,62.4,6.98
708,2022,12,10,5.1,6.3,0.0,66.3,4.73
709,2022,12,11,5.1,2.0,0.0,50.1,11.91
710,2022,12,12,3.8,7.4,0.0,66.0,5.82
711,2022,12,13,5.1,7.0,0.5,57.9,6.66
712,2022,12,14,-2.3,3.0,1.7,63.9,12.13
713,2022,12,15,1.3,6.3,0.1,61.3,10.98
714,2022,12,16,0.4,8.1,0.0,39.9,8.64
715,2022,12,17,-2.2,6.3,2.9,57.6,5.56
716,2022,12,18,-5.0,5.6,4.6,72.8,6.08
717,2022,12,19,-2.9,3.8,0.1,74.6,9.43
718,2022,12,20,0.8,3.0,0.0,74.4,12.47
719,2022,12,21,2.6,8.1,4.2,90.4,3.28
720,2022,12,22,-1.5,8.3,2.5,78.4,2.94
721,2022,12,23,-4.1,8.0,13.9,88.4,1.32
722,2022,12,24,-5.0,3.4,0.1,75.8,7.5
723,2022,12,25,-2.7,4.1,0.0,76.9,9.7
724,2022,12,26,-0.6,2.6,0.0,78.8,10.04
725,2022,12,27,0.3,1.8,0.0,74.1,13.08
726,2022,12,28,-0.2,5.3,0.0,75.4,9.62
727,2022,12,29,0.7,2.1,0.0,63.3,12.25
728,2022,12,30,1.0,6.3,0.0,70.4,9.25
729,2022,12,31,1.4,1.4,0.0,66.1,12.02
