,year,month,day,temp,cloud,rainfall_total,Humidity_mean,solar,customer,wh,kwh
328,2021,11,25,9.8,2.8,0,73.3,10.51,712858,77952406.73,17069348.61
329,2021,11,26,7.6,0,0,60.1,13.54,712556,57093271.42,13336810.47
330,2021,11,27,7,0,0,60,13.67,712556,47517521.57,12154499.63
331,2021,11,28,7.7,3.3,0,60.8,13.06,712556,54754358.42,11959936.34
332,2021,11,29,8.9,2.4,0,69.6,12.51,712556,223495361.7,18386948.46
333,2021,11,30,8.7,9.1,23.2,86.5,1.73,712545,70282289.02,17011730.86
334,2021,12,1,2.4,9.6,1.5,81.1,4.57,714160,75313222.99,16135211.85
335,2021,12,2,4.2,8,0,67.9,10.64,714126,50315700.58,12730521.08
336,2021,12,3,5.9,6.9,0.5,76.5,6.6,716063,90474457.94,14103812.67
337,2021,12,4,4.7,4,0,67.4,6.47,716299,108353356.9,11300697.24
338,2021,12,5,5.4,0.8,0,72.1,12.22,716217,58275498.26,13657316.74
339,2021,12,6,8.3,4.1,0,77.8,12.14,716251,60240007.13,12356993.91
340,2021,12,7,8,0,0,75.1,11.56,716150,67262207.52,16671442.13
341,2021,12,8,8.1,0.3,0,71.8,12.13,716535,74245782.07,12911894.91
342,2021,12,9,8.3,6.1,0,77.4,8.08,716676,67597312.32,15981043.45
343,2021,12,10,9.9,5.3,0,86.6,7.8,716858,141501611.3,19191906.61
344,2021,12,11,8.6,5.5,0,81.8,10.37,718334,94502216.45,14289218.09
345,2021,12,12,6.3,4,0,69.8,6.12,718517,47520314.18,13254959.3
346,2021,12,13,1,0.1,0,50.9,12.83,718534,53075592.29,12663690.12
347,2021,12,14,3.5,5,0,66,9.93,718564,50535129.5,13205188.38
348,2021,12,15,7.5,4.9,0,82.3,8.58,721826,178989498.9,14421100.51
349,2021,12,16,7.8,8.3,0.5,92,5.67,721572,50453375.45,13143844.34
350,2021,12,17,0.2,7.6,3.5,79,4.92,721603,67116983.3,13553240.88
351,2021,12,18,-2.3,4.1,0,68.5,10.5,722181,60432291.77,15878710.25
352,2021,12,19,3.3,3.9,0.1,74.3,10.55,722015,45584705.62,11941542.96
353,2021,12,20,6.1,2.1,0,74.8,9.46,722566,83277250.03,19216864.87
354,2021,12,21,7,1.1,0,82.9,9.63,723201,66789334.27,17028310.49
355,2021,12,22,5.8,0,0,58,12.23,722783,39350279.47,10424313.28
356,2021,12,23,5.4,0.9,0,53.4,11.48,722917,53547797.83,11256530.03
357,2021,12,24,3.7,6,0,68.8,7.21,723036,52786920.02,13781619.76
358,2021,12,25,-3.8,7.3,0,63.5,7.03,723044,61560756.41,16404019.44
359,2021,12,26,-5.2,1.5,0,53.6,12.71,722921,78272118.67,20344289.78
360,2021,12,27,-2.1,3.4,0,65.9,11.35,722925,81378863.04,17271923.61
361,2021,12,28,3.3,6.8,0,69.3,7.49,724120,87387746.14,13906304.21
362,2021,12,29,4.5,8.3,0,70.4,7.77,724317,52259810.21,13551904.46
363,2021,12,30,1.9,6.1,1,67.1,9.89,724111,123001864.7,19575333.57
364,2021,12,31,-1.9,2.9,0,62.5,10.95,723981,53408419.92,15011622
365,2022,1,1,-0.1,5.4,0,39.4,11.91,723966,48101916.29,10770673.97
366,2022,1,2,0.7,2.6,0,67.1,7.43,723985,71885697.96,15619732.26
367,2022,1,3,0.4,0.3,0,70,13.18,723981,71765381.3,15496153.19
368,2022,1,4,2,4.3,0,54.8,12.34,723980,72829415.14,17876744.8
369,2022,1,5,2.2,9.3,0,37.1,4.53,723872,74568036,17122196.96
370,2022,1,6,2.4,0.6,0,44.4,12.98,723968,54131012.59,12473914.99
371,2022,1,7,0.9,0,0,56.3,13.38,723914,52269919.3,12728184.44
372,2022,1,8,1.7,2.5,0,62,12.69,723509,51312469.3,13163031.3
373,2022,1,9,3.3,5.8,0,74.3,9.5,723521,68832845.59,15560029.82
374,2022,1,10,2.8,5.4,0,71.3,11.41,723618,70454581.49,16713065.04
375,2022,1,11,-1.6,9.8,0.2,82.4,8.22,723655,70144238.64,15779107.74
376,2022,1,12,-2.5,6.5,0,64.4,9.76,723382,70271038.78,17055927.85
377,2022,1,13,-2.5,8.9,0,72,6.38,723251,74003416.2,18697053.71
378,2022,1,14,-0.9,3.4,0,49.3,13.72,723103,51046785.89,13157721.44
379,2022,1,15,2.2,5,0,54.5,9.81,722906,71723535.05,17731911.07
380,2022,1,16,1.9,6.4,0,66.6,11.28,722846,69444079.22,15471081.74
381,2022,1,17,0.4,5.5,0,63,9.38,722846,52916002.13,12329436.76
382,2022,1,18,-1.3,0,0,40.8,14.44,722720,81700262.38,16044863.71
383,2022,1,19,-0.1,4.4,0,59.9,12.41,722795,75384216.07,16404239.23
384,2022,1,20,-1.4,0.1,0,52.5,13.98,722630,60949364.02,13798093.41
385,2022,1,21,1.7,3.9,0,59.6,12.95,722811,92125310.64,16338371.1
386,2022,1,22,7.1,8.6,0,57,7.8,722589,63576707.69,15391604.47
387,2022,1,23,7.1,7.8,0,62.8,6.41,722454,83403430.61,12719320.82
388,2022,1,24,6,7.3,0,65.6,7.65,722458,71943628.85,16220853.08
389,2022,1,25,5.7,8.5,0,71.5,3.78,722459,56558608.3,13180884.15
390,2022,1,26,4.1,5,0,60.6,11.75,722271,73752291.26,16772176.25
391,2022,1,27,2.4,4.5,0,51.6,13.48,722295,123141167.4,18361449.3
392,2022,1,28,1,4.3,0,51.8,14.65,722235,76651886.86,18331082.84
393,2022,1,29,0.6,6.9,0,47.8,0,722011,54523965.86,13985687.98
394,2022,1,30,0.7,4,0,45.9,15.01,722020,54750501.89,14366727.72
395,2022,1,31,1.4,1.3,0.1,56.3,15.3,722034,56069741.26,14658127.68
396,2022,2,1,1.8,6.6,0.6,70.9,7.73,722047,72116444.62,12067833.83
397,2022,2,2,1.4,4.8,0,55.5,13.94,722047,941794439.8,20480995.6
398,2022,2,3,0.5,4.1,0,45.9,15.92,722038,357533610.6,17109769.4
399,2022,2,4,-0.6,6.6,0.2,59.3,12.97,722020,204826493.1,18657965.8
400,2022,2,5,-2.1,8,0.3,78.8,11.52,721934,289211764.3,17409384.48
401,2022,2,6,-1.4,4.5,0.2,77.9,9.68,721937,63160582.2,12945670.02
402,2022,2,7,-0.1,8.4,0,48,6.52,721924,74864836.3,18647064.44
403,2022,2,8,1.8,2.6,0,48.3,15.46,721766,343786389.7,22416561.87
404,2022,2,9,3.3,5.6,0,53.5,12.26,721789,342084695.6,20531157.04
405,2022,2,10,4.2,2.1,0,45.3,16.23,721716,66785712.41,16497414.72
406,2022,2,11,4.8,2.8,0,45,16.2,721593,77690163.74,18675696.66
407,2022,2,12,6.9,3.5,0,43,16.31,721209,79430584.01,18338117.25
408,2022,2,13,7.8,7.5,0,45.6,11.67,721212,74957348.59,17776280.41
409,2022,2,14,5.6,2.9,0,59.4,14.13,721214,78052828.08,16940638.07
410,2022,2,15,-0.5,7.8,0,65.4,9.31,721218,60260619.14,14667485.45
411,2022,2,16,-3.1,7.4,1.1,83,9.63,720966,77778388.99,18945505.14
412,2022,2,17,-3.9,2.8,0,56.5,18.93,720884,100552925.1,18167874.42
413,2022,2,18,1.4,6,0,50,17.03,720825,88075771.63,22074538.53
414,2022,2,19,2.2,9.3,0,56.1,8.18,720866,92030776.39,19430853.76
415,2022,2,20,-2.1,4,0.3,60.5,15.96,720873,78917119.85,18534771.19
416,2022,2,21,1,4.1,0,60.1,15.28,720654,64160819.74,14738424.72
417,2022,2,22,0.2,5.1,0,50.5,17.34,720717,79703172.26,14609625.92
418,2022,2,23,-2,4.3,0,43.8,17.24,720445,96253985.98,17177625.46
419,2022,2,24,0,2.1,0,50.5,14.92,720377,121341754.5,17754430.03
420,2022,2,25,3.3,0.3,0,64.4,17.92,720617,206013084.4,22162817.07
421,2022,2,26,6,4.8,0,71.4,17.29,720328,156877571.7,21525368.68
422,2022,2,27,6,0,0,40.6,20.27,720346,158215037.9,22942752.06
423,2022,2,28,7.6,4,0,46.4,15.95,720345,180944014.6,22017106.34
424,2022,3,1,7.1,7.3,2.9,85.3,10.26,720177,155821214.2,18984372.5
425,2022,3,2,4.1,0.8,0,55,20.29,720175,183112582.4,23670183.38
426,2022,3,3,6.7,0,0,67,18.71,720202,145485579.5,20716574.13
427,2022,3,4,10.5,4.9,0,67.5,16.42,720034,159102161.5,22440727.67
428,2022,3,5,5.2,0.1,0,50.4,17.12,719715,147512193.2,24361698.99
429,2022,3,6,3.3,2.6,0,40.1,0,719738,146069943.6,22004904.71
430,2022,3,7,4.8,4.9,0,43.6,17.42,719744,167049131.7,24849729.47
431,2022,3,8,7.2,1.5,0,52.4,20.64,719715,150411734,20629239.74
432,2022,3,9,9.5,0,0,53.4,21.15,719746,155784944.6,22447324.82
433,2022,3,10,11.3,4.8,0,50.3,17.37,719586,138568038.8,20191737.02
434,2022,3,11,14.6,6.6,0,70.6,11.02,736759,194673793.5,21358046.92
435,2022,3,12,17.1,7.3,0,75.9,15.4,736838,140726837.5,20201449.32
436,2022,3,13,15.2,9.4,16.4,95.1,2.18,736693,162574576.9,23492655.28
437,2022,3,14,11.9,8.8,1,97.5,4.5,736672,145160477.5,17305171.27
438,2022,3,15,10.3,3.1,0,72.3,21.46,736426,237473107.4,20917481.65
439,2022,3,16,13.3,3.1,0,59,21.25,736222,207330886.5,23124764.23
440,2022,3,17,11.3,10,5.6,80.1,3.93,736280,184475194.6,23519211.11
441,2022,3,18,8.5,9.6,4.6,96.6,5.11,735962,219600386.6,22811687.34
442,2022,3,19,5.3,9.4,10,88.5,4.17,735684,222127607.7,27203235.49
443,2022,3,20,5.2,8.1,0,82.1,8.83,735454,159018202.5,23674510.63
444,2022,3,21,7.4,7.9,0,51.1,16.04,735456,187518086,24609546.16
445,2022,3,22,8.2,7.4,0,47.4,20.5,735469,178218727.1,24681895.13
446,2022,3,23,7.4,5.8,0,62.6,13.34,735295,167858333.5,22674701.41
447,2022,3,24,9.8,1,0,60.4,21.72,735086,144820342.3,21413952.01
448,2022,3,25,14.6,8.5,27.5,76.8,10.62,734964,396972498.4,25136783.03
449,2022,3,26,10.5,9.6,37.2,96.9,3.55,734763,132585401.2,21042800.68
450,2022,3,27,8.9,5.4,0,61.9,21.2,734518,364561284.2,22233851.21
451,2022,3,28,9.4,3.3,0,41.5,20.53,734567,178017949.1,24865125.5
452,2022,3,29,11.9,0,0,55.5,24.71,734629,157043522.4,24205291.78
453,2022,3,30,14.9,7.1,0,77,13.86,734656,147211999.5,24409259.63
454,2022,3,31,10.8,8.6,0,84.9,10.9,734486,166602249,23100695.69
455,2022,4,1,10,4.3,0,65.8,19.12,734357,173872134.1,22958409.55
456,2022,4,2,8.4,0,0,53.6,26.1,734154,123627963.4,22794784.21
457,2022,4,3,9.7,0.8,0,47.6,25.57,734040,142930847.1,20394883.88
458,2022,4,4,11.1,0.5,0,44.9,26.06,734020,165766668.6,23585682.18
459,2022,4,5,11,5.6,0,39.9,20.45,734026,124411186.8,21116384.02
460,2022,4,6,12.5,0,0,56.5,24.12,733812,144803250.3,21934274.55
461,2022,4,7,12.2,2.8,1.2,60.6,22.65,733760,89509452.94,15908599.5
462,2022,4,8,14.8,0.4,0,40.3,26.23,733620,132869287.9,20888978.03
463,2022,4,9,17.8,1,0,38.4,25,733530,91138607.16,19440652.88
464,2022,4,10,18.7,4.9,0,52.1,23.91,733468,96436579.56,18847353.03
465,2022,4,11,20.5,3.1,0,77.4,21.81,733469,74556650.81,13980383.77
466,2022,4,12,21.1,5,0,79.5,23.97,733478,193448279.7,19107810.81
467,2022,4,13,17.9,9.4,2.4,94,7.47,733330,131539549.7,20411526.28
468,2022,4,14,15.4,9,0.1,78.3,15.46,733190,185558560.6,19135174.09
469,2022,4,15,14.4,3.8,0,57.6,26.98,733188,73726960.46,12899984.29
470,2022,4,16,13.3,2.1,0,45.5,27.03,733045,100761719.9,18521204.07
471,2022,4,17,13.8,3.1,0,38.5,27.92,732913,103427233.1,15322207.25
472,2022,4,18,16.4,7.6,0,30.9,21.97,732889,94165499.28,17567527.21
473,2022,4,19,16.3,1.6,0,30.9,27.48,732917,82730156.9,14799323.31
474,2022,4,20,16.3,0.5,0,40.6,27.85,732675,109650851.6,17488434.32
475,2022,4,21,15.4,4.9,0,53.4,12.44,732723,110156954,20327611.5
476,2022,4,22,17.6,3.4,0,74.4,25.96,732645,99649430.45,18617994.06
477,2022,4,23,19.5,7.9,0,75,19.26,732572,97340558.74,16364054.5
478,2022,4,24,20.7,2.1,0,75.8,26.62,732573,97831712.09,18023142.88
479,2022,4,25,19.7,9.1,24.4,80.4,15.82,732574,99566540.06,16346147.57
480,2022,4,26,17.8,7.8,5.8,99,4.17,732584,90742530.24,15943062.88
481,2022,4,27,16.9,5.1,0,54.3,25.1,732396,110711811.9,20416562.51
482,2022,4,28,16.8,6.1,0,65.9,21.54,732159,128243897.5,19217175.07
483,2022,4,29,14.2,9.3,15.5,84.8,16.07,731899,87899207.64,17188119.82
484,2022,4,30,13.4,8.4,0,74.3,13.17,731726,109469522.4,15846468.4
485,2022,5,1,13.6,2.3,0,54.5,29.33,731420,77660556.86,17323744.53
486,2022,5,2,13.9,2.6,0,52.8,27.77,731465,81392252.47,16751473.55
487,2022,5,3,14.4,0,0,50.4,29.51,731500,91001258.54,18079217.06
488,2022,5,4,17,0,0,55.4,28.87,730920,100002145.3,19117214.77
489,2022,5,5,19,0,0,62.6,29.73,730562,73823641.22,14644191.46
490,2022,5,6,20.7,0.9,0,64.6,28.53,730178,84832382.18,16320089.19
491,2022,5,7,18.2,2.3,0,66.1,25.29,730178,85585733.14,17822936.33
492,2022,5,8,17.4,6.5,0,56.8,25.56,729738,117424393.9,15907444.53
493,2022,5,9,17.3,7.8,0,72.5,13.1,729717,70906861.87,15267045.12
494,2022,5,10,18.4,8.6,0,57.1,22.45,729778,77695533.6,16217835.2
495,2022,5,11,20.8,8.3,0,58.6,20.43,729642,80237014.15,16819271.62
496,2022,5,12,21.1,8.9,0,63.9,14.51,729362,68088661.99,14867617.14
497,2022,5,13,17.9,8.1,0,68.9,7.13,729172,82605733.85,15995986.66
498,2022,5,14,16.4,4.4,0,41.5,28.25,729108,84342901.61,18277812.08
499,2022,5,15,16,5.4,0,38.9,29.78,729030,82924713.41,16202312.51
500,2022,5,16,17.4,1.4,0,40.9,29.77,728980,136076916.7,13708734.89
501,2022,5,17,19.9,0.8,0,51.5,28.28,728966,81576865.18,16632519.79
502,2022,5,18,21.6,0.9,0,43.6,27.98,728814,78535354.51,17143529.28
503,2022,5,19,20.7,7.8,0,41.3,18.85,728560,82718178.77,16576428.82
504,2022,5,20,20.2,8.3,0,60.1,18,728581,81774319.3,17849664.46
505,2022,5,21,20.7,0.3,0,69.6,29.2,728271,52497040.15,13077450.46
506,2022,5,22,21.8,0.5,0,70.5,28.17,728081,66746881.06,14675779.3
507,2022,5,23,22.6,4,0,61,25.15,728065,66124760.45,14399300.56
508,2022,5,24,22.9,0,0,52.8,28.78,728085,91721395.99,14490741.19
509,2022,5,25,22.3,4,0,62.3,26.47,727864,93076026.36,19745034.08
510,2022,5,26,20.5,3.5,0.4,58.3,30,727557,78747246.29,13422363.88
511,2022,5,27,20.8,0,0,66,30.14,727124,68023706.02,12317310.6
512,2022,5,28,22.3,6,0,61.1,23.31,727142,80958681.34,13800500.92
513,2022,5,29,22,5.5,0,67.4,28.96,726903,63292102.82,12606955.5
514,2022,5,30,19.8,9,0,92,6.58,726818,55045235.66,11327114.62
515,2022,5,31,22.1,1.6,0,47.9,30.61,726818,51347936.35,10389815.95
516,2022,6,1,23.6,4.1,0,45.3,29.83,726818,34283320.58,9556650.14
517,2022,6,2,22.7,1.8,0,75,29.27,726086,88640039.45,14337303.86
518,2022,6,3,24.8,1.5,0,64.4,28.19,726098,80853473.33,18408364.6
519,2022,6,4,24.7,7.1,0,49.6,24.63,725759,73309707.46,17415336.74
520,2022,6,5,18.3,9.9,22.2,94,4.77,725475,66062490.53,12368035.6
521,2022,6,6,20.2,7,0,86.8,17.01,725442,67812595.78,14303833.91
522,2022,6,7,19.1,8.6,7.1,87.9,16.61,725445,156323122.9,18929507.3
523,2022,6,8,19.5,7.6,3.2,85.3,13.13,725438,99148674.38,15389874.51
524,2022,6,9,21.6,4.4,0,77,26.03,724978,86639729.4,13653046.99
525,2022,6,10,22.4,5.5,0,72.3,20.67,724558,88454015.5,16633358.06
526,2022,6,11,23,4.3,0,77.6,25.65,724220,76290046.54,17684223.7
527,2022,6,12,22.6,5.8,0.1,85.6,16.49,723573,84930079.08,18776373.5
528,2022,6,13,22,9.4,0,71,12.59,723351,99340814.5,17767854.3
529,2022,6,14,18.8,8.4,1.1,91.6,10.6,723414,77471236.9,15432156.83
530,2022,6,15,21.3,6.5,2.1,88.5,17.25,723058,54951003.43,10835209.96
531,2022,6,16,23.3,4.8,0,72.6,23.57,723033,74654806.92,15323802.67
532,2022,6,17,23.8,6.8,3.3,86.6,17.86,722692,287783795.5,19557199.21
533,2022,6,18,24.9,5,1.3,82.6,25.93,722518,139777980.4,16788026.37
534,2022,6,19,25.7,6.5,0,85.1,21.35,722140,70479378,15048708.62
535,2022,6,20,26.3,6,24.3,85,27.24,722140,99634451.69,20626706.22
536,2022,6,21,26.7,6.5,0,85.5,23.26,722031,92906205.82,21194983.74
537,2022,6,22,27,3,0,80,28.66,722010,191621095.4,23212755.22
538,2022,6,23,25.5,8.9,28.7,96,9.89,722047,81475072.42,17959411.52
539,2022,6,24,24.6,7.8,27.2,95.1,13.61,721642,77815045.58,16873623.59
540,2022,6,25,26.5,5.9,0,91.3,19.45,721739,100314014.1,15535683.1
541,2022,6,26,27.3,7.4,0,91.4,15.73,721366,66526600.3,14127595.51
542,2022,6,27,27.3,8.3,0.9,92.6,10.5,721333,73471547.62,15720956.5
543,2022,6,28,27.7,8.8,0,87,12.84,721482,76005022.7,17472472.47
544,2022,6,29,26.5,9.9,8.5,98.1,12.99,721541,117538752.7,14796992.57
545,2022,6,30,27.1,7.3,1.7,93.4,15.13,721561,81353702.52,19412984.43
546,2022,7,1,28.2,2,0,76.5,26.18,721629,84570058.18,20330194.7
547,2022,7,2,28.5,3.6,0,76.6,25.54,721679,66141897.91,16821818.46
548,2022,7,3,28.9,5.8,0,74.5,19.43,721499,101440915.6,21335399.22
549,2022,7,4,27.2,7.9,2.1,91,15.14,721333,101433698.6,22226321.58
550,2022,7,5,27.4,8.1,7.3,93.1,16.95,721794,74742263.57,16796354.86
551,2022,7,6,29.1,7.1,0,84,23.23,722085,91173619.68,21863598.97
552,2022,7,7,28.8,6.5,4.9,88.1,18.66,722328,118488851.9,21825509.51
553,2022,7,8,26.6,6.6,4.8,96.5,9.62,722407,113219983.7,22035589.77
554,2022,7,9,27,6.3,0,88.1,18.49,722560,84044847.26,18340245.64
555,2022,7,10,28.2,6.3,0,85.5,21.65,722397,95905009.8,23356691.44
556,2022,7,11,27.1,7.9,14.3,92.5,14.03,722341,88568489.4,18703829.4
557,2022,7,12,27.4,8.3,0,91,19.42,722473,90815324.9,15259439.39
558,2022,7,13,26,9.3,0,92.6,10.49,722637,207836429,18785791.22
559,2022,7,14,27.3,7.1,13,88.9,23.22,722952,333793553.3,27734951.98
560,2022,7,15,27,4.4,0,79.6,24.61,723190,81399532.25,19238238.87
561,2022,7,16,26.5,6.4,0,80.4,26.67,723273,100556172.8,18345691.59
562,2022,7,17,26.4,9.4,0,93.6,12.26,723017,99102511.99,18596381.97
563,2022,7,18,23.7,8.9,54.1,99,3.79,722923,77839750.56,16796004.48
564,2022,7,19,26.2,7.1,0.7,88,24.28,722887,81662155.9,17950476.82
565,2022,7,20,27.2,6.9,0.8,81.6,24.49,722951,73785212.54,14829007.05
566,2022,7,21,24.6,8.4,3.8,96,9.01,723083,77001721.08,18286220.53
567,2022,7,22,25.1,4.6,0,88.1,14.77,723296,308672681.7,16995721.03
568,2022,7,23,25.1,8.8,22.6,90.6,13.31,723709,81558154.7,17514121.3
569,2022,7,24,23.9,9,14.2,99,5.4,723407,87999951.74,20815474.68
570,2022,7,25,26.7,5.4,0,88.6,18.99,723389,68131615.39,14380682.07
571,2022,7,26,27.3,5.5,0,86.6,17.56,724075,81391241.88,16282864.59
572,2022,7,27,27.3,5.3,0,80,25.54,724520,48623054.57,11455751.74
573,2022,7,28,28.5,2.5,0,79.3,27.23,725075,63777183.72,13874046.82
574,2022,7,29,30.3,2.5,0,76.1,23.25,725549,51855451.25,11682412.8
575,2022,7,30,28.5,7.1,0,84.1,11.24,726210,57070578.91,12765163.91
576,2022,7,31,26.4,9.6,26.4,97.8,7.62,725990,36146511.55,10630383.85
577,2022,8,1,27.6,7.5,1.5,98.4,10,725956,56261297.26,14711017.32
578,2022,8,2,28,7.3,1.7,95.3,15.1,726004,48264816.67,12517784.55
579,2022,8,3,27.9,7.4,11.4,97.3,16.36,725603,57521087.81,14468728.3
580,2022,8,4,29,5.3,0,90.6,21.88,725330,73311657.67,17770106.03
581,2022,8,5,29,6.4,0,93.3,15.4,726144,90017305.3,20171824.22
582,2022,8,6,29.9,6.9,0,91.4,19.79,727226,71611087.3,16640352.98
583,2022,8,7,29.9,5.9,0,89,22.59,726824,79288436.93,15836525.28
584,2022,8,8,28.8,7.9,0,90.9,16.7,726742,55887014.11,14851225.53
585,2022,8,9,28.7,8.5,0,91.1,16.85,727802,81210379.97,18124498.05
586,2022,8,10,28.3,9,0,93.5,11.8,728696,60795289.73,14093544.13
587,2022,8,11,26.3,9.6,9.1,99,3.46,729509,86053193.95,14016939.48
588,2022,8,12,27.9,8.1,0.5,91.1,17.12,729664,48532641.12,11574524.03
589,2022,8,13,27.9,7.4,0.1,95.6,13.48,730697,52261236.79,11884870.54
590,2022,8,14,29.4,7.3,0,89.1,21.5,730856,47181604.08,13390326.11
591,2022,8,15,29.4,8.4,0,89.6,20.37,730852,84068744.54,17070653.68
592,2022,8,16,26.5,9.8,17,98.9,5.98,730818,59821257.31,14304453
593,2022,8,17,26,6.6,0.1,94,1.25,730893,409183172.7,17242284.95
594,2022,8,18,26.1,4,0,83,0,731641,97020536.64,16212877.74
595,2022,8,19,27.4,7.9,0,92.9,16.29,732516,77072497.87,14223449.11
596,2022,8,20,26.6,6.5,32.2,98.4,6.61,733189,48950144.93,11896896.87
597,2022,8,21,27.4,7.5,0,90.4,18.1,732751,41016840.58,11247943.92
598,2022,8,22,28,7.1,0,81,24.87,732609,85225084.66,14863569.29
599,2022,8,23,26.5,9.9,24.7,97.5,6.33,733082,58607822.35,12980801.45
600,2022,8,24,25.7,7.4,2.4,89.3,15.35,733808,56357821.32,15321549.15
601,2022,8,25,24.9,6.1,0,77.8,21.67,734136,159396909.2,16878708.79
602,2022,8,26,24.5,3.9,0,71.3,26.29,734586,99991210.32,15647034.83
603,2022,8,27,22.8,4.3,0,75.5,18.73,734586,65591167.97,14942972.07
604,2022,8,28,22.9,5.8,0,67,22.23,734586,159475939.5,19013522.82
605,2022,8,29,21.7,7.5,0,88.4,7.12,735257,96319584.19,14268765.31
606,2022,8,30,24.8,9.1,1.3,96.5,7.92,735873,95442316.46,13954178.31
607,2022,8,31,23,8.8,4.4,92.9,13.16,736117,66152777.9,14319041.74
608,2022,9,1,22.6,8.3,0,94.1,9.52,736772,59561282.14,13187149.74
609,2022,9,2,23.1,8.6,0,88.3,12.6,737238,50974127.93,13486542.43
610,2022,9,3,24.9,8.4,0,86.8,13.49,737526,61227498.29,15010440.49
611,2022,9,4,26.5,9.3,3.5,89.4,15.8,737300,39281590.97,10809189.59
612,2022,9,5,24,10,50.7,99,2.82,737304,59734911.14,12846982.54
613,2022,9,6,21.5,5.3,32.8,89.8,13.83,739974,60454981.66,12712536.88
614,2022,9,7,22.2,2.8,0,77.6,24.72,739974,111612412.6,18754004.74
615,2022,9,8,23,4.6,0,73.9,19.95,741532,109978094.7,16001757.56
616,2022,9,9,24.1,5.8,0,74.8,10.58,742234,60268442.21,13730207.77
617,2022,9,10,22.6,8,0,85,14.03,742030,63685912.01,13629111.14
618,2022,9,11,24.1,6.4,0,81.8,18.74,742044,55180925.78,13191472.14
619,2022,9,12,23.1,10,2,98.9,6.65,741996,72298026.86,15752077.23
620,2022,9,13,24.3,10,0.2,90,7.66,742004,74953180.78,16876979.02
621,2022,9,14,25.3,5.9,0,68.4,18.01,742826,70394772.65,12542343.59
622,2022,9,15,26.5,4.8,0,72.5,21.2,743697,98727565.68,17241953.34
623,2022,9,16,26.8,6,0,82.5,17.34,744428,98507951.28,15758843.74
624,2022,9,17,27.9,7.4,0,75.8,21.17,745103,92667840.67,15891483.66
625,2022,9,18,28.7,8.3,0,71,18.39,744929,85345841.09,18423195.7
626,2022,9,19,25.4,5.3,0,66.3,20.84,744923,94276695.65,17129473.32
627,2022,9,20,20.8,4.4,0,62.5,15.92,745837,91394073.5,15034143.36
628,2022,9,21,20.1,3.6,0,61.5,18.56,746614,102941702,17814286.51
629,2022,9,22,20.3,5,0,60.6,21.06,746954,93695587.99,18178461.59
630,2022,9,23,19.5,5.4,0,69.1,19.28,747494,115919317.6,18578378.38
631,2022,9,24,19.1,5.8,0,59.3,22.1,748045,91084893.74,15172897.98
632,2022,9,25,20,8.9,0,64.3,13.74,747629,71192957.47,12508127.59
633,2022,9,26,19.8,9,0,71.8,9.6,747623,71756842.63,13343640.98
634,2022,9,27,21.7,1.8,0,68.5,21.59,748659,62384727.91,12405454.02
635,2022,9,28,21.1,7.5,0,76.8,11.42,748976,77907769.25,13685755.21
636,2022,9,29,20.9,0,0,67.5,21.74,749264,92127820.9,14980482.36
637,2022,9,30,21.7,0.4,0,66.9,20.81,748820,59984587.42,13920560.44
638,2022,10,1,22.9,2.9,0,64.1,19.66,750470,98189386.2,14849406.13
639,2022,10,2,23.6,7.3,0,67.6,18.92,750072,76103337.65,13748189.08
640,2022,10,3,26.1,9.6,0,79.6,8.6,750048,69600940.68,13381200.14
641,2022,10,4,19.5,9.6,33.4,86.1,6.35,750048,76037380.01,15243654.06
642,2022,10,5,16.9,6.9,0,63.5,19.48,750322,51355916.62,12859034.52
643,2022,10,6,17.1,8.5,0,69.1,14.76,750547,79408906.39,15760184.38
644,2022,10,7,16.3,6.1,0,61.3,16.92,751274,66057645.38,15426787.83
645,2022,10,8,16.7,6.4,0,63.8,12.31,751805,109799883.5,18428656.69
646,2022,10,9,14.5,10,2.3,88.9,5.14,751377,105593497.4,22029656.96
647,2022,10,10,12.8,7.1,2.2,74.4,12.61,751339,85877071.7,14963591.85
648,2022,10,11,13.9,1.8,0,66.5,19.2,751324,60510379.78,11683111.25
649,2022,10,12,14.7,0,0,66.6,0,752096,56064006.67,12417645.54
650,2022,10,13,17.1,0.9,0,67.5,15.63,752894,68967415.8,12912564.49
651,2022,10,14,17.5,3.8,0,73.6,17.69,753970,99825912.53,14905674.17
652,2022,10,15,18.5,1.9,0,76.9,17.51,755135,98162408.98,13155844.16
653,2022,10,16,18.1,3.5,0,73.8,16.13,754970,62037455.5,14140921.55
654,2022,10,17,14.4,3.4,0,47.1,18.33,754927,134166671.8,12690215.01
655,2022,10,18,11.1,0,0,42.6,18.73,755785,73341129.1,13539009.79
656,2022,10,19,11.3,0,0,56.8,18.14,756710,136917752.6,12963829.81
657,2022,10,20,13.9,1.8,0,50.6,18.1,757623,62399472.7,12608671.99
658,2022,10,21,14.8,8.9,0,71.9,10.13,758461,59191252.78,12550463.52
659,2022,10,22,17.3,3.1,0.4,69.8,16.56,759133,86602768.58,15580330.9
660,2022,10,23,14.7,1.8,0,62.8,16.25,758895,81488719.39,13792130.65
661,2022,10,24,11.6,0.5,0,46.5,17.39,758770,63253412.95,13457882.1
662,2022,10,25,11.6,0,0,46.3,16.83,758763,89413426.97,14216419
663,2022,10,26,13.6,6.4,0,49,13.85,761305,105244473,15061180.54
