year,month,type,temp,Humidity_mean,rainfall_total,cloud,solar,snow,kw
2022,3,주택용,9.6,68,105.2,5.4,434.2,0.0,175748818
2022,4,가로등,15.5,60,49.4,4.3,647.3,0.0,6364429
2022,4,교육용,15.5,60,49.4,4.3,647.3,0.0,23872627
2022,4,농사용,15.5,60,49.4,4.3,647.3,0.0,6546880
2022,4,산업용,15.5,60,49.4,4.3,647.3,0.0,259754611
2022,4,심 야,15.5,60,49.4,4.3,647.3,0.0,7299356
2022,4,일반용,15.5,60,49.4,4.3,647.3,0.0,229101147
2022,4,주택용,15.5,60,49.4,4.3,647.3,0.0,179952957
2022,5,가로등,19.3,59,0.4,3.9,770.49,0.0,5843596
2022,5,교육용,19.3,59,0.4,3.9,770.49,0.0,18362910
2022,5,농사용,19.3,59,0.4,3.9,770.49,0.0,5063938
2022,5,산업용,19.3,59,0.4,3.9,770.49,0.0,257891848
2022,5,심 야,19.3,59,0.4,3.9,770.49,0.0,3973481
2022,5,일반용,19.3,59,0.4,3.9,770.49,0.0,217010132
2022,5,주택용,19.3,59,0.4,3.9,770.49,0.0,164273574
2022,6,가로등,23.8,83,131.7,6.5,570.73,0.0,5591780
2022,6,교육용,23.8,83,131.7,6.5,570.73,0.0,23293874
2022,6,농사용,23.8,83,131.7,6.5,570.73,0.0,5868466
2022,6,산업용,23.8,83,131.7,6.5,570.73,0.0,263086823
2022,6,심 야,23.8,83,131.7,6.5,570.73,0.0,3392893
2022,6,일반용,23.8,83,131.7,6.5,570.73,0.0,245130527
2022,6,주택용,23.8,83,131.7,6.5,570.73,0.0,171200654
2022,7,가로등,27.0,88,169.0,6.6,552.07,0.0,5393415
2022,7,교육용,27.0,88,169.0,6.6,552.07,0.0,29711525
2022,7,농사용,27.0,88,169.0,6.6,552.07,0.0,6442917
2022,7,산업용,27.0,88,169.0,6.6,552.07,0.0,282528446
2022,7,심 야,27.0,88,169.0,6.6,552.07,0.0,3524894
2022,7,일반용,27.0,88,169.0,6.6,552.07,0.0,295199044
2022,7,주택용,27.0,88,169.0,6.6,552.07,0.0,215998337
2022,8,가로등,26.9,90,106.4,7.3,454.3,0.0,5711285
2022,8,교육용,26.9,90,106.4,7.3,454.3,0.0,25994225
2022,8,농사용,26.9,90,106.4,7.3,454.3,0.0,8112063
2022,8,산업용,26.9,90,106.4,7.3,454.3,0.0,274886008
2022,8,심 야,26.9,90,106.4,7.3,454.3,0.0,3432259
2022,8,일반용,26.9,90,106.4,7.3,454.3,0.0,317419045
2022,8,주택용,26.9,90,106.4,7.3,454.3,0.0,256459950
2022,9,가로등,23.1,77,89.2,6.2,483.16,0.0,6117580
2022,9,교육용,23.1,77,89.2,6.2,483.16,0.0,26128585
2022,9,농사용,23.1,77,89.2,6.2,483.16,0.0,7652187
2022,9,산업용,23.1,77,89.2,6.2,483.16,0.0,257990750
2022,9,심 야,23.1,77,89.2,6.2,483.16,0.0,2880597
2022,9,일반용,23.1,77,89.2,6.2,483.16,0.0,284745728
2022,9,주택용,23.1,77,89.2,6.2,483.16,0.0,221372316
2022,10,가로등,16.0,65,38.3,4.0,459.57,0.0,6558372
2022,10,교육용,16.0,65,38.3,4.0,459.57,0.0,22138785
2022,10,농사용,16.0,65,38.3,4.0,459.57,0.0,6370510
2022,10,산업용,16.0,65,38.3,4.0,459.57,0.0,244040896
2022,10,심 야,16.0,65,38.3,4.0,459.57,0.0,2663683
2022,10,일반용,16.0,65,38.3,4.0,459.57,0.0,234836871
2022,10,주택용,16.0,65,38.3,4.0,459.57,0.0,174970366
2022,11,가로등,11.8,62,46.7,3.9,336.75,0.0,7080851
2022,11,교육용,11.8,62,46.7,3.9,336.75,0.0,21471834
2022,11,농사용,11.8,62,46.7,3.9,336.75,0.0,9822715
2022,11,산업용,11.8,62,46.7,3.9,336.75,0.0,254434089
2022,11,심 야,11.8,62,46.7,3.9,336.75,0.0,5035510
2022,11,일반용,11.8,62,46.7,3.9,336.75,0.0,220521174
2022,11,주택용,11.8,62,46.7,3.9,336.75,0.0,172158352
2022,12,가로등,1.1,63,30.6,5.0,275.78,32.9,7316937
2022,12,교육용,1.1,63,30.6,5.0,275.78,32.9,31159967
2022,12,농사용,1.1,63,30.6,5.0,275.78,32.9,8624110
2022,12,산업용,1.1,63,30.6,5.0,275.78,32.9,256259483
2022,12,심 야,1.1,63,30.6,5.0,275.78,32.9,8466299
2022,12,일반용,1.1,63,30.6,5.0,275.78,32.9,251968761
2022,12,주택용,1.1,63,30.6,5.0,275.78,32.9,180572866
