,cloud,year,month,day,date,temp,rainfall_total,Humidity_mean,solar
382,0.0,2022,1,18,2022-01-18,-1.3,0.0,40.8,14.44
383,4.4,2022,1,19,2022-01-19,-0.1,0.0,59.9,12.41
384,0.1,2022,1,20,2022-01-20,-1.4,0.0,52.5,13.98
385,3.9,2022,1,21,2022-01-21,1.7,0.0,59.6,12.95
386,8.6,2022,1,22,2022-01-22,7.1,0.0,57.0,7.8
387,7.8,2022,1,23,2022-01-23,7.1,0.0,62.8,6.41
388,7.3,2022,1,24,2022-01-24,6.0,0.0,65.6,7.65
389,8.5,2022,1,25,2022-01-25,5.7,0.0,71.5,3.78
390,5.0,2022,1,26,2022-01-26,4.1,0.0,60.6,11.75
391,4.5,2022,1,27,2022-01-27,2.4,0.0,51.6,13.48
392,4.3,2022,1,28,2022-01-28,1.0,0.0,51.8,14.65
393,6.9,2022,1,29,2022-01-29,0.6,0.0,47.8,0.0
394,4.0,2022,1,30,2022-01-30,0.7,0.0,45.9,15.01
395,1.3,2022,1,31,2022-01-31,1.4,0.1,56.3,15.3
396,6.6,2022,2,1,2022-02-01,1.8,0.6,70.9,7.73
397,4.8,2022,2,2,2022-02-02,1.4,0.0,55.5,13.94
398,4.1,2022,2,3,2022-02-03,0.5,0.0,45.9,15.92
399,6.6,2022,2,4,2022-02-04,-0.6,0.2,59.3,12.97
400,8.0,2022,2,5,2022-02-05,-2.1,0.3,78.8,11.52
401,4.5,2022,2,6,2022-02-06,-1.4,0.2,77.9,9.68
402,8.4,2022,2,7,2022-02-07,-0.1,0.0,48.0,6.52
403,2.6,2022,2,8,2022-02-08,1.8,0.0,48.3,15.46
404,5.6,2022,2,9,2022-02-09,3.3,0.0,53.5,12.26
405,2.1,2022,2,10,2022-02-10,4.2,0.0,45.3,16.23
406,2.8,2022,2,11,2022-02-11,4.8,0.0,45.0,16.2
407,3.5,2022,2,12,2022-02-12,6.9,0.0,43.0,16.31
408,7.5,2022,2,13,2022-02-13,7.8,0.0,45.6,11.67
409,2.9,2022,2,14,2022-02-14,5.6,0.0,59.4,14.13
410,7.8,2022,2,15,2022-02-15,-0.5,0.0,65.4,9.31
411,7.4,2022,2,16,2022-02-16,-3.1,1.1,83.0,9.63
412,2.8,2022,2,17,2022-02-17,-3.9,0.0,56.5,18.93
413,6.0,2022,2,18,2022-02-18,1.4,0.0,50.0,17.03
414,9.3,2022,2,19,2022-02-19,2.2,0.0,56.1,8.18
415,4.0,2022,2,20,2022-02-20,-2.1,0.3,60.5,15.96
416,4.1,2022,2,21,2022-02-21,1.0,0.0,60.1,15.28
417,5.1,2022,2,22,2022-02-22,0.2,0.0,50.5,17.34
418,4.3,2022,2,23,2022-02-23,-2.0,0.0,43.8,17.24
419,2.1,2022,2,24,2022-02-24,0.0,0.0,50.5,14.92
420,0.3,2022,2,25,2022-02-25,3.3,0.0,64.4,17.92
421,4.8,2022,2,26,2022-02-26,6.0,0.0,71.4,17.29
422,0.0,2022,2,27,2022-02-27,6.0,0.0,40.6,20.27
423,4.0,2022,2,28,2022-02-28,7.6,0.0,46.4,15.95
424,7.3,2022,3,1,2022-03-01,7.1,2.9,85.3,10.26
425,0.8,2022,3,2,2022-03-02,4.1,0.0,55.0,20.29
426,0.0,2022,3,3,2022-03-03,6.7,0.0,67.0,18.71
427,4.9,2022,3,4,2022-03-04,10.5,0.0,67.5,16.42
428,0.1,2022,3,5,2022-03-05,5.2,0.0,50.4,17.12
429,2.6,2022,3,6,2022-03-06,3.3,0.0,40.1,0.0
430,4.9,2022,3,7,2022-03-07,4.8,0.0,43.6,17.42
431,1.5,2022,3,8,2022-03-08,7.2,0.0,52.4,20.64
432,0.0,2022,3,9,2022-03-09,9.5,0.0,53.4,21.15
433,4.8,2022,3,10,2022-03-10,11.3,0.0,50.3,17.37
434,6.6,2022,3,11,2022-03-11,14.6,0.0,70.6,11.02
435,7.3,2022,3,12,2022-03-12,17.1,0.0,75.9,15.4
436,9.4,2022,3,13,2022-03-13,15.2,16.4,95.1,2.18
437,8.8,2022,3,14,2022-03-14,11.9,1.0,97.5,4.5
438,3.1,2022,3,15,2022-03-15,10.3,0.0,72.3,21.46
439,3.1,2022,3,16,2022-03-16,13.3,0.0,59.0,21.25
440,10.0,2022,3,17,2022-03-17,11.3,5.6,80.1,3.93
441,9.6,2022,3,18,2022-03-18,8.5,4.6,96.6,5.11
442,9.4,2022,3,19,2022-03-19,5.3,10.0,88.5,4.17
443,8.1,2022,3,20,2022-03-20,5.2,0.0,82.1,8.83
444,7.9,2022,3,21,2022-03-21,7.4,0.0,51.1,16.04
445,7.4,2022,3,22,2022-03-22,8.2,0.0,47.4,20.5
446,5.8,2022,3,23,2022-03-23,7.4,0.0,62.6,13.34
447,1.0,2022,3,24,2022-03-24,9.8,0.0,60.4,21.72
448,8.5,2022,3,25,2022-03-25,14.6,27.5,76.8,10.62
449,9.6,2022,3,26,2022-03-26,10.5,37.2,96.9,3.55
450,5.4,2022,3,27,2022-03-27,8.9,0.0,61.9,21.2
451,3.3,2022,3,28,2022-03-28,9.4,0.0,41.5,20.53
452,0.0,2022,3,29,2022-03-29,11.9,0.0,55.5,24.71
453,7.1,2022,3,30,2022-03-30,14.9,0.0,77.0,13.86
454,8.6,2022,3,31,2022-03-31,10.8,0.0,84.9,10.9
455,4.3,2022,4,1,2022-04-01,10.0,0.0,65.8,19.12
456,0.0,2022,4,2,2022-04-02,8.4,0.0,53.6,26.1
457,0.8,2022,4,3,2022-04-03,9.7,0.0,47.6,25.57
458,0.5,2022,4,4,2022-04-04,11.1,0.0,44.9,26.06
459,5.6,2022,4,5,2022-04-05,11.0,0.0,39.9,20.45
460,0.0,2022,4,6,2022-04-06,12.5,0.0,56.5,24.12
461,2.8,2022,4,7,2022-04-07,12.2,1.2,60.6,22.65
462,0.4,2022,4,8,2022-04-08,14.8,0.0,40.3,26.23
463,1.0,2022,4,9,2022-04-09,17.8,0.0,38.4,25.0
464,4.9,2022,4,10,2022-04-10,18.7,0.0,52.1,23.91
465,3.1,2022,4,11,2022-04-11,20.5,0.0,77.4,21.81
466,5.0,2022,4,12,2022-04-12,21.1,0.0,79.5,23.97
467,9.4,2022,4,13,2022-04-13,17.9,2.4,94.0,7.47
468,9.0,2022,4,14,2022-04-14,15.4,0.1,78.3,15.46
469,3.8,2022,4,15,2022-04-15,14.4,0.0,57.6,26.98
470,2.1,2022,4,16,2022-04-16,13.3,0.0,45.5,27.03
471,3.1,2022,4,17,2022-04-17,13.8,0.0,38.5,27.92
472,7.6,2022,4,18,2022-04-18,16.4,0.0,30.9,21.97
473,1.6,2022,4,19,2022-04-19,16.3,0.0,30.9,27.48
474,0.5,2022,4,20,2022-04-20,16.3,0.0,40.6,27.85
475,4.9,2022,4,21,2022-04-21,15.4,0.0,53.4,12.44
476,3.4,2022,4,22,2022-04-22,17.6,0.0,74.4,25.96
477,7.9,2022,4,23,2022-04-23,19.5,0.0,75.0,19.26
478,2.1,2022,4,24,2022-04-24,20.7,0.0,75.8,26.62
479,9.1,2022,4,25,2022-04-25,19.7,24.4,80.4,15.82
480,7.8,2022,4,26,2022-04-26,17.8,5.8,99.0,4.17
481,5.1,2022,4,27,2022-04-27,16.9,0.0,54.3,25.1
482,6.1,2022,4,28,2022-04-28,16.8,0.0,65.9,21.54
483,9.3,2022,4,29,2022-04-29,14.2,15.5,84.8,16.07
484,8.4,2022,4,30,2022-04-30,13.4,0.0,74.3,13.17
485,2.3,2022,5,1,2022-05-01,13.6,0.0,54.5,29.33
486,2.6,2022,5,2,2022-05-02,13.9,0.0,52.8,27.77
487,0.0,2022,5,3,2022-05-03,14.4,0.0,50.4,29.51
488,0.0,2022,5,4,2022-05-04,17.0,0.0,55.4,28.87
489,0.0,2022,5,5,2022-05-05,19.0,0.0,62.6,29.73
490,0.9,2022,5,6,2022-05-06,20.7,0.0,64.6,28.53
491,2.3,2022,5,7,2022-05-07,18.2,0.0,66.1,25.29
492,6.5,2022,5,8,2022-05-08,17.4,0.0,56.8,25.56
493,7.8,2022,5,9,2022-05-09,17.3,0.0,72.5,13.1
494,8.6,2022,5,10,2022-05-10,18.4,0.0,57.1,22.45
495,8.3,2022,5,11,2022-05-11,20.8,0.0,58.6,20.43
496,8.9,2022,5,12,2022-05-12,21.1,0.0,63.9,14.51
497,8.1,2022,5,13,2022-05-13,17.9,0.0,68.9,7.13
498,4.4,2022,5,14,2022-05-14,16.4,0.0,41.5,28.25
499,5.4,2022,5,15,2022-05-15,16.0,0.0,38.9,29.78
500,1.4,2022,5,16,2022-05-16,17.4,0.0,40.9,29.77
501,0.8,2022,5,17,2022-05-17,19.9,0.0,51.5,28.28
502,0.9,2022,5,18,2022-05-18,21.6,0.0,43.6,27.98
503,7.8,2022,5,19,2022-05-19,20.7,0.0,41.3,18.85
504,8.3,2022,5,20,2022-05-20,20.2,0.0,60.1,18.0
505,0.3,2022,5,21,2022-05-21,20.7,0.0,69.6,29.2
506,0.5,2022,5,22,2022-05-22,21.8,0.0,70.5,28.17
507,4.0,2022,5,23,2022-05-23,22.6,0.0,61.0,25.15
508,0.0,2022,5,24,2022-05-24,22.9,0.0,52.8,28.78
509,4.0,2022,5,25,2022-05-25,22.3,0.0,62.3,26.47
510,3.5,2022,5,26,2022-05-26,20.5,0.4,58.3,30.0
511,0.0,2022,5,27,2022-05-27,20.8,0.0,66.0,30.14
512,6.0,2022,5,28,2022-05-28,22.3,0.0,61.1,23.31
513,5.5,2022,5,29,2022-05-29,22.0,0.0,67.4,28.96
514,9.0,2022,5,30,2022-05-30,19.8,0.0,92.0,6.58
515,1.6,2022,5,31,2022-05-31,22.1,0.0,47.9,30.61
516,4.1,2022,6,1,2022-06-01,23.6,0.0,45.3,29.83
517,1.8,2022,6,2,2022-06-02,22.7,0.0,75.0,29.27
518,1.5,2022,6,3,2022-06-03,24.8,0.0,64.4,28.19
519,7.1,2022,6,4,2022-06-04,24.7,0.0,49.6,24.63
520,9.9,2022,6,5,2022-06-05,18.3,22.2,94.0,4.77
521,7.0,2022,6,6,2022-06-06,20.2,0.0,86.8,17.01
522,8.6,2022,6,7,2022-06-07,19.1,7.1,87.9,16.61
523,7.6,2022,6,8,2022-06-08,19.5,3.2,85.3,13.13
524,4.4,2022,6,9,2022-06-09,21.6,0.0,77.0,26.03
525,5.5,2022,6,10,2022-06-10,22.4,0.0,72.3,20.67
526,4.3,2022,6,11,2022-06-11,23.0,0.0,77.6,25.65
527,5.8,2022,6,12,2022-06-12,22.6,0.1,85.6,16.49
528,9.4,2022,6,13,2022-06-13,22.0,0.0,71.0,12.59
529,8.4,2022,6,14,2022-06-14,18.8,1.1,91.6,10.6
530,6.5,2022,6,15,2022-06-15,21.3,2.1,88.5,17.25
531,4.8,2022,6,16,2022-06-16,23.3,0.0,72.6,23.57
532,6.8,2022,6,17,2022-06-17,23.8,3.3,86.6,17.86
533,5.0,2022,6,18,2022-06-18,24.9,1.3,82.6,25.93
534,6.5,2022,6,19,2022-06-19,25.7,0.0,85.1,21.35
535,6.0,2022,6,20,2022-06-20,26.3,24.3,85.0,27.24
536,6.5,2022,6,21,2022-06-21,26.7,0.0,85.5,23.26
537,3.0,2022,6,22,2022-06-22,27.0,0.0,80.0,28.66
538,8.9,2022,6,23,2022-06-23,25.5,28.7,96.0,9.89
539,7.8,2022,6,24,2022-06-24,24.6,27.2,95.1,13.61
540,5.9,2022,6,25,2022-06-25,26.5,0.0,91.3,19.45
541,7.4,2022,6,26,2022-06-26,27.3,0.0,91.4,15.73
542,8.3,2022,6,27,2022-06-27,27.3,0.9,92.6,10.5
543,8.8,2022,6,28,2022-06-28,27.7,0.0,87.0,12.84
544,9.9,2022,6,29,2022-06-29,26.5,8.5,98.1,12.99
545,7.3,2022,6,30,2022-06-30,27.1,1.7,93.4,15.13
546,2.0,2022,7,1,2022-07-01,28.2,0.0,76.5,26.18
547,3.6,2022,7,2,2022-07-02,28.5,0.0,76.6,25.54
548,5.8,2022,7,3,2022-07-03,28.9,0.0,74.5,19.43
549,7.9,2022,7,4,2022-07-04,27.2,2.1,91.0,15.14
550,8.1,2022,7,5,2022-07-05,27.4,7.3,93.1,16.95
551,7.1,2022,7,6,2022-07-06,29.1,0.0,84.0,23.23
552,6.5,2022,7,7,2022-07-07,28.8,4.9,88.1,18.66
553,6.6,2022,7,8,2022-07-08,26.6,4.8,96.5,9.62
554,6.3,2022,7,9,2022-07-09,27.0,0.0,88.1,18.49
555,6.3,2022,7,10,2022-07-10,28.2,0.0,85.5,21.65
556,7.9,2022,7,11,2022-07-11,27.1,14.3,92.5,14.03
557,8.3,2022,7,12,2022-07-12,27.4,0.0,91.0,19.42
558,9.3,2022,7,13,2022-07-13,26.0,0.0,92.6,10.49
559,7.1,2022,7,14,2022-07-14,27.3,13.0,88.9,23.22
560,4.4,2022,7,15,2022-07-15,27.0,0.0,79.6,24.61
561,6.4,2022,7,16,2022-07-16,26.5,0.0,80.4,26.67
562,9.4,2022,7,17,2022-07-17,26.4,0.0,93.6,12.26
563,8.9,2022,7,18,2022-07-18,23.7,54.1,99.0,3.79
564,7.1,2022,7,19,2022-07-19,26.2,0.7,88.0,24.28
565,6.9,2022,7,20,2022-07-20,27.2,0.8,81.6,24.49
566,8.4,2022,7,21,2022-07-21,24.6,3.8,96.0,9.01
567,4.6,2022,7,22,2022-07-22,25.1,0.0,88.1,14.77
568,8.8,2022,7,23,2022-07-23,25.1,22.6,90.6,13.31
569,9.0,2022,7,24,2022-07-24,23.9,14.2,99.0,5.4
570,5.4,2022,7,25,2022-07-25,26.7,0.0,88.6,18.99
571,5.5,2022,7,26,2022-07-26,27.3,0.0,86.6,17.56
572,5.3,2022,7,27,2022-07-27,27.3,0.0,80.0,25.54
573,2.5,2022,7,28,2022-07-28,28.5,0.0,79.3,27.23
574,2.5,2022,7,29,2022-07-29,30.3,0.0,76.1,23.25
575,7.1,2022,7,30,2022-07-30,28.5,0.0,84.1,11.24
576,9.6,2022,7,31,2022-07-31,26.4,26.4,97.8,7.62
577,7.5,2022,8,1,2022-08-01,27.6,1.5,98.4,10.0
578,7.3,2022,8,2,2022-08-02,28.0,1.7,95.3,15.1
579,7.4,2022,8,3,2022-08-03,27.9,11.4,97.3,16.36
580,5.3,2022,8,4,2022-08-04,29.0,0.0,90.6,21.88
581,6.4,2022,8,5,2022-08-05,29.0,0.0,93.3,15.4
582,6.9,2022,8,6,2022-08-06,29.9,0.0,91.4,19.79
583,5.9,2022,8,7,2022-08-07,29.9,0.0,89.0,22.59
584,7.9,2022,8,8,2022-08-08,28.8,0.0,90.9,16.7
585,8.5,2022,8,9,2022-08-09,28.7,0.0,91.1,16.85
586,9.0,2022,8,10,2022-08-10,28.3,0.0,93.5,11.8
587,9.6,2022,8,11,2022-08-11,26.3,9.1,99.0,3.46
588,8.1,2022,8,12,2022-08-12,27.9,0.5,91.1,17.12
589,7.4,2022,8,13,2022-08-13,27.9,0.1,95.6,13.48
590,7.3,2022,8,14,2022-08-14,29.4,0.0,89.1,21.5
591,8.4,2022,8,15,2022-08-15,29.4,0.0,89.6,20.37
592,9.8,2022,8,16,2022-08-16,26.5,17.0,98.9,5.98
593,6.6,2022,8,17,2022-08-17,26.0,0.1,94.0,1.25
594,4.0,2022,8,18,2022-08-18,26.1,0.0,83.0,0.0
595,7.9,2022,8,19,2022-08-19,27.4,0.0,92.9,16.29
596,6.5,2022,8,20,2022-08-20,26.6,32.2,98.4,6.61
597,7.5,2022,8,21,2022-08-21,27.4,0.0,90.4,18.1
598,7.1,2022,8,22,2022-08-22,28.0,0.0,81.0,24.87
599,9.9,2022,8,23,2022-08-23,26.5,24.7,97.5,6.33
600,7.4,2022,8,24,2022-08-24,25.7,2.4,89.3,15.35
601,6.1,2022,8,25,2022-08-25,24.9,0.0,77.8,21.67
602,3.9,2022,8,26,2022-08-26,24.5,0.0,71.3,26.29
603,4.3,2022,8,27,2022-08-27,22.8,0.0,75.5,18.73
604,5.8,2022,8,28,2022-08-28,22.9,0.0,67.0,22.23
605,7.5,2022,8,29,2022-08-29,21.7,0.0,88.4,7.12
606,9.1,2022,8,30,2022-08-30,24.8,1.3,96.5,7.92
607,8.8,2022,8,31,2022-08-31,23.0,4.4,92.9,13.16
608,8.3,2022,9,1,2022-09-01,22.6,0.0,94.1,9.52
609,8.6,2022,9,2,2022-09-02,23.1,0.0,88.3,12.6
610,8.4,2022,9,3,2022-09-03,24.9,0.0,86.8,13.49
611,9.3,2022,9,4,2022-09-04,26.5,3.5,89.4,15.8
612,10.0,2022,9,5,2022-09-05,24.0,50.7,99.0,2.82
613,5.3,2022,9,6,2022-09-06,21.5,32.8,89.8,13.83
614,2.8,2022,9,7,2022-09-07,22.2,0.0,77.6,24.72
615,4.6,2022,9,8,2022-09-08,23.0,0.0,73.9,19.95
616,5.8,2022,9,9,2022-09-09,24.1,0.0,74.8,10.58
617,8.0,2022,9,10,2022-09-10,22.6,0.0,85.0,14.03
618,6.4,2022,9,11,2022-09-11,24.1,0.0,81.8,18.74
619,10.0,2022,9,12,2022-09-12,23.1,2.0,98.9,6.65
620,10.0,2022,9,13,2022-09-13,24.3,0.2,90.0,7.66
621,5.9,2022,9,14,2022-09-14,25.3,0.0,68.4,18.01
622,4.8,2022,9,15,2022-09-15,26.5,0.0,72.5,21.2
623,6.0,2022,9,16,2022-09-16,26.8,0.0,82.5,17.34
624,7.4,2022,9,17,2022-09-17,27.9,0.0,75.8,21.17
625,8.3,2022,9,18,2022-09-18,28.7,0.0,71.0,18.39
626,5.3,2022,9,19,2022-09-19,25.4,0.0,66.3,20.84
627,4.4,2022,9,20,2022-09-20,20.8,0.0,62.5,15.92
628,3.6,2022,9,21,2022-09-21,20.1,0.0,61.5,18.56
629,5.0,2022,9,22,2022-09-22,20.3,0.0,60.6,21.06
630,5.4,2022,9,23,2022-09-23,19.5,0.0,69.1,19.28
631,5.8,2022,9,24,2022-09-24,19.1,0.0,59.3,22.1
632,8.9,2022,9,25,2022-09-25,20.0,0.0,64.3,13.74
633,9.0,2022,9,26,2022-09-26,19.8,0.0,71.8,9.6
634,1.8,2022,9,27,2022-09-27,21.7,0.0,68.5,21.59
635,7.5,2022,9,28,2022-09-28,21.1,0.0,76.8,11.42
636,0.0,2022,9,29,2022-09-29,20.9,0.0,67.5,21.74
637,0.4,2022,9,30,2022-09-30,21.7,0.0,66.9,20.81
638,2.9,2022,10,1,2022-10-01,22.9,0.0,64.1,19.66
639,7.3,2022,10,2,2022-10-02,23.6,0.0,67.6,18.92
640,9.6,2022,10,3,2022-10-03,26.1,0.0,79.6,8.6
641,9.6,2022,10,4,2022-10-04,19.5,33.4,86.1,6.35
642,6.9,2022,10,5,2022-10-05,16.9,0.0,63.5,19.48
643,8.5,2022,10,6,2022-10-06,17.1,0.0,69.1,14.76
644,6.1,2022,10,7,2022-10-07,16.3,0.0,61.3,16.92
645,6.4,2022,10,8,2022-10-08,16.7,0.0,63.8,12.31
646,10.0,2022,10,9,2022-10-09,14.5,2.3,88.9,5.14
647,7.1,2022,10,10,2022-10-10,12.8,2.2,74.4,12.61
648,1.8,2022,10,11,2022-10-11,13.9,0.0,66.5,19.2
649,0.0,2022,10,12,2022-10-12,14.7,0.0,66.6,0.0
650,0.9,2022,10,13,2022-10-13,17.1,0.0,67.5,15.63
651,3.8,2022,10,14,2022-10-14,17.5,0.0,73.6,17.69
652,1.9,2022,10,15,2022-10-15,18.5,0.0,76.9,17.51
653,3.5,2022,10,16,2022-10-16,18.1,0.0,73.8,16.13
654,3.4,2022,10,17,2022-10-17,14.4,0.0,47.1,18.33
655,0.0,2022,10,18,2022-10-18,11.1,0.0,42.6,18.73
656,0.0,2022,10,19,2022-10-19,11.3,0.0,56.8,18.14
657,1.8,2022,10,20,2022-10-20,13.9,0.0,50.6,18.1
658,8.9,2022,10,21,2022-10-21,14.8,0.0,71.9,10.13
659,3.1,2022,10,22,2022-10-22,17.3,0.4,69.8,16.56
660,1.8,2022,10,23,2022-10-23,14.7,0.0,62.8,16.25
661,0.5,2022,10,24,2022-10-24,11.6,0.0,46.5,17.39
662,0.0,2022,10,25,2022-10-25,11.6,0.0,46.3,16.83
663,6.4,2022,10,26,2022-10-26,13.6,0.0,49.0,13.85
664,2.1,2022,10,27,2022-10-27,15.1,0.0,56.0,15.97
665,0.0,2022,10,28,2022-10-28,14.7,0.0,71.5,15.32
666,3.4,2022,10,29,2022-10-29,15.1,0.0,66.0,12.59
667,2.5,2022,10,30,2022-10-30,15.9,0.0,65.0,15.41
668,2.4,2022,10,31,2022-10-31,15.4,0.0,65.9,15.06
669,0.0,2022,11,1,2022-11-01,14.5,0.0,74.8,14.38
670,0.0,2022,11,2,2022-11-02,13.0,0.0,65.0,15.25
671,2.5,2022,11,3,2022-11-03,12.2,0.0,56.9,13.99
672,3.0,2022,11,4,2022-11-04,8.9,0.0,43.9,15.39
673,0.5,2022,11,5,2022-11-05,9.1,0.0,43.6,15.6
674,1.5,2022,11,6,2022-11-06,9.7,0.0,62.1,14.28
675,0.6,2022,11,7,2022-11-07,11.4,0.0,60.5,13.3
676,1.0,2022,11,8,2022-11-08,12.1,0.0,65.4,13.75
677,2.9,2022,11,9,2022-11-09,12.4,0.0,59.6,13.27
678,2.6,2022,11,10,2022-11-10,15.0,0.0,50.6,12.83
679,2.0,2022,11,11,2022-11-11,16.7,0.0,56.4,12.72
680,7.1,2022,11,12,2022-11-12,18.5,21.1,79.6,9.77
681,9.3,2022,11,13,2022-11-13,11.6,10.5,79.1,3.95
682,6.6,2022,11,14,2022-11-14,10.7,0.0,70.0,9.47
683,0.3,2022,11,15,2022-11-15,9.5,0.0,64.4,12.78
684,3.8,2022,11,16,2022-11-16,10.8,0.0,62.4,12.89
685,3.0,2022,11,17,2022-11-17,11.3,0.0,50.8,13.53
686,0.0,2022,11,18,2022-11-18,11.8,0.0,50.9,14.13
687,3.3,2022,11,19,2022-11-19,13.5,0.0,50.1,12.62
688,5.9,2022,11,20,2022-11-20,13.6,0.4,77.9,6.13
689,5.5,2022,11,21,2022-11-21,12.6,0.0,74.9,8.58
690,10.0,2022,11,22,2022-11-22,12.5,1.9,78.0,3.76
691,4.5,2022,11,23,2022-11-23,11.9,0.8,70.8,11.27
692,4.3,2022,11,24,2022-11-24,11.0,0.0,60.9,11.17
693,4.5,2022,11,25,2022-11-25,11.6,0.0,62.6,11.54
694,1.8,2022,11,26,2022-11-26,11.1,0.0,52.4,12.2
695,4.3,2022,11,27,2022-11-27,9.7,0.0,39.6,11.45
696,7.5,2022,11,28,2022-11-28,15.6,4.8,87.4,3.63
697,9.8,2022,11,29,2022-11-29,11.3,7.2,69.3,3.71
698,8.8,2022,11,30,2022-11-30,0.5,0.0,49.3,9.41
699,6.4,2022,12,1,2022-12-01,0.2,0.0,41.8,11.31
700,3.1,2022,12,2,2022-12-02,2.2,0.0,43.6,13.07
701,8.3,2022,12,3,2022-12-03,5.6,0.0,60.9,6.4
702,6.9,2022,12,4,2022-12-04,2.4,0.0,36.1,8.78
703,4.4,2022,12,5,2022-12-05,0.7,0.0,30.0,10.14
704,4.4,2022,12,6,2022-12-06,3.3,0.0,44.4,10.55
705,1.4,2022,12,7,2022-12-07,5.5,0.0,53.8,11.77
706,5.1,2022,12,8,2022-12-08,6.5,0.0,55.1,11.37
707,4.9,2022,12,9,2022-12-09,7.4,0.0,62.4,6.98
708,6.3,2022,12,10,2022-12-10,5.1,0.0,66.3,4.73
709,2.0,2022,12,11,2022-12-11,5.1,0.0,50.1,11.91
710,7.4,2022,12,12,2022-12-12,3.8,0.0,66.0,5.82
711,7.0,2022,12,13,2022-12-13,5.1,0.5,57.9,6.66
712,3.0,2022,12,14,2022-12-14,-2.3,1.7,63.9,12.13
713,6.3,2022,12,15,2022-12-15,1.3,0.1,61.3,10.98
714,8.1,2022,12,16,2022-12-16,0.4,0.0,39.9,8.64
715,6.3,2022,12,17,2022-12-17,-2.2,2.9,57.6,5.56
716,5.6,2022,12,18,2022-12-18,-5.0,4.6,72.8,6.08
717,3.8,2022,12,19,2022-12-19,-2.9,0.1,74.6,9.43
718,3.0,2022,12,20,2022-12-20,0.8,0.0,74.4,12.47
719,8.1,2022,12,21,2022-12-21,2.6,4.2,90.4,3.28
720,8.3,2022,12,22,2022-12-22,-1.5,2.5,78.4,2.94
721,8.0,2022,12,23,2022-12-23,-4.1,13.9,88.4,1.32
722,3.4,2022,12,24,2022-12-24,-5.0,0.1,75.8,7.5
723,4.1,2022,12,25,2022-12-25,-2.7,0.0,76.9,9.7
724,2.6,2022,12,26,2022-12-26,-0.6,0.0,78.8,10.04
725,1.8,2022,12,27,2022-12-27,0.3,0.0,74.1,13.08
726,5.3,2022,12,28,2022-12-28,-0.2,0.0,75.4,9.62
727,2.1,2022,12,29,2022-12-29,0.7,0.0,63.3,12.25
728,6.3,2022,12,30,2022-12-30,1.0,0.0,70.4,9.25
729,1.4,2022,12,31,2022-12-31,1.4,0.0,66.1,12.02
